Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Plag1	ENSMUST00000003369.4	pleiomorphic adenoma gene 1 	77	2	0	1	1	4	0	3	1	0	mmu-miR-21a-5p	0.0207	0.1495	0.9533	-0.43	-0.47	0.57	2005, '07, '09, '11
Arhgap24	ENSMUST00000073302.6	Rho GTPase activating protein 24 	192	1	1	0	0	1	0	1	0	1	mmu-miR-21a-5p	0.0072	0.0512	0.2871	-0.43	-0.61	0.73	2005, '07, '09, '11
Ski	ENSMUST00000084103.4	ski sarcoma viral oncogene homolog (avian) 	1989	1	1	0	0	0	0	0	0	0	mmu-miR-21c	0.0154	0.1039	0.4676	-0.42	-0.42	0.70	2005, '07, '09, '11
Thrb	ENSMUST00000091471.5	thyroid hormone receptor beta 	358	2	0	2	0	0	0	0	0	1	mmu-miR-21a-5p	0.0169	0.1164	0.5771	-0.41	-0.45	0.65	2007, '09, '11
Ntf3	ENSMUST00000112244.3	neurotrophin 3 	25	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0122	0.0833	0.3889	-0.41	-0.46	0.29	2005, '07, '09, '11
Reck	ENSMUST00000030198.6	reversion-inducing-cysteine-rich protein with kazal motifs 	575	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0159	0.1067	0.4684	-0.40	-0.40	0.59	2005, '07, '09, '11
Ganc	ENSMUST00000135074.1	glucosidase, alpha; neutral C 	687	1	1	0	0	1	0	0	1	0	mmu-miR-21c	0.0166	0.1131	0.5401	-0.40	-0.40	< 0.1	2005, '07, '09, '11
Spry2	ENSMUST00000022709.4	sprouty homolog 2 (Drosophila) 	129	1	1	0	0	0	0	0	0	1	mmu-miR-21c	0.0073	0.0515	0.2930	-0.40	-0.44	0.65	2005, '07, '09, '11
Edrf1	ENSMUST00000051169.7	erythroid differentiation regulatory factor 1 	1024	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0129	0.0889	0.4452	-0.39	-0.40	< 0.1	2007, '09, '11
Glis2	ENSMUST00000014447.7	GLIS family zinc finger 2 	406	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0165	0.1108	0.4994	-0.38	-0.39	0.71	2007, '09, '11
Gm10282	ENSMUST00000075602.6	predicted pseudogene 10282 	5	1	0	0	1	1	0	0	1	0	mmu-miR-21a-5p	0.0048	0.0351	0.2325	-0.38	-0.38	0.27	NULL
Pcbp1	ENSMUST00000053015.6	poly(rC) binding protein 1 	4070	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0089	0.0621	0.3285	-0.38	-0.38	0.25	2005, '07, '09, '11
Stag2	ENSMUST00000115073.3	stromal antigen 2 	3749	1	1	0	0	0	0	0	0	1	mmu-miR-21a-5p	0.0117	0.0828	0.4727	-0.37	-0.38	0.72	2005, '07, '09, '11
Pvrl3	ENSMUST00000023334.9	poliovirus receptor-related 3 	2412	1	0	1	0	1	0	1	0	1	mmu-miR-21a-5p	0.0091	0.0650	0.3943	-0.37	-0.39	0.42	2011
Fasl	ENSMUST00000000834.2	Fas ligand (TNF superfamily, member 6) 	11	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0124	0.0856	0.4359	-0.36	-0.36	0.33	2009, '11
Rpa2	ENSMUST00000102561.5	replication protein A2 	915	1	1	0	0	0	0	0	0	0	mmu-miR-21c	0.0108	0.0749	0.3745	-0.36	-0.36	< 0.1	2007, '09, '11
Pfkm	ENSMUST00000163507.2	phosphofructokinase, muscle 	34336	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0078	0.0550	0.3075	-0.36	-0.36	0.31	2005, '07, '09, '11
Map2k3	ENSMUST00000019076.4	mitogen-activated protein kinase kinase 3 	56	1	1	0	0	0	0	0	0	1	mmu-miR-21a-5p	0.0045	0.0322	0.2019	-0.35	-0.35	0.58	2007, '09, '11
Pitx2	ENSMUST00000029657.10	paired-like homeodomain transcription factor 2 	47	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0100	0.0694	0.3551	-0.34	-0.34	0.32	2005, '07, '09, '11
Bcl7a	ENSMUST00000120593.2	B cell CLL/lymphoma 7A 	79	1	1	0	0	0	0	0	0	1	mmu-miR-21a-5p	0.0138	0.0926	0.4085	-0.34	-0.46	0.66	2005, '07, '09, '11
Fam46a	ENSMUST00000034802.9	family with sequence similarity 46, member A 	261	1	0	1	0	1	0	1	0	1	mmu-miR-21a-5p	0.0239	0.1643	0.8124	-0.34	-0.36	0.40	2007, '11
Plekha1	ENSMUST00000120441.2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 	3231	1	1	0	0	0	0	0	0	1	mmu-miR-21a-5p	0.0120	0.0847	0.4697	-0.34	-0.36	0.69	2005, '07, '09, '11
Pcbp2	ENSMUST00000077037.6	poly(rC) binding protein 2 	8069	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0074	0.0517	0.2823	-0.34	-0.38	0.39	2005, '07, '09, '11
Rmnd5a	ENSMUST00000002292.9	required for meiotic nuclear division 5 homolog A (S. cerevisiae) 	291	1	1	0	0	0	0	0	0	1	mmu-miR-21c	0.0097	0.0687	0.4019	-0.34	-0.34	0.63	2007, '09, '11
Klf3	ENSMUST00000165536.2	Kruppel-like factor 3 (basic) 	4159	1	1	0	0	0	0	0	0	1	mmu-miR-21c	0.0121	0.0842	0.4361	-0.34	-0.38	0.73	NULL
Sox5	ENSMUST00000111748.2	SRY (sex determining region Y)-box 5 	59	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0194	0.1306	0.6085	-0.33	-0.33	0.69	2005, '07, '09, '11
Asf1a	ENSMUST00000020004.6	anti-silencing function 1A histone chaperone 	2242	1	0	0	1	1	0	0	1	1	mmu-miR-21a-5p	0.0072	0.0509	0.2922	-0.32	-0.48	0.39	2005, '07, '09, '11
Dkk2	ENSMUST00000029665.5	dickkopf homolog 2 (Xenopus laevis) 	123	1	1	0	0	0	0	0	0	4	mmu-miR-21c	0.0147	0.1036	0.5836	-0.32	-0.34	< 0.1	2005, '07, '09, '11
Acvr1c	ENSMUST00000028178.8	activin A receptor, type IC 	173	1	1	0	0	0	0	0	0	2	mmu-miR-21a-5p	0.0107	0.0750	0.4071	-0.31	-0.33	0.48	2005, '07, '09, '11
Pdcd4	ENSMUST00000074371.6	programmed cell death 4 	3059	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0059	0.0423	0.2538	-0.31	-0.31	0.60	2005, '07, '09, '11
Ap1ar	ENSMUST00000051737.6	adaptor-related protein complex 1 associated regulatory protein 	1453	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0027	0.0197	0.1292	-0.31	-0.32	0.61	2007
Tsga10	ENSMUST00000041815.9	testis specific 10 	13	1	1	0	0	0	0	0	0	0	mmu-miR-21c	0.0119	0.0800	0.3581	-0.31	-0.41	< 0.1	NULL
Srsf3	ENSMUST00000130216.1	serine/arginine-rich splicing factor 3 	3479	1	0	1	0	2	1	0	1	2	mmu-miR-21a-5p	0.0056	0.0409	0.2642	-0.31	-0.62	0.46	2007, '09, '11
Cpeb3	ENSMUST00000079754.5	cytoplasmic polyadenylation element binding protein 3 	708	1	1	0	0	1	0	0	1	0	mmu-miR-21a-5p	0.0297	0.1904	0.7465	-0.31	-0.31	0.20	2005, '07, '09, '11
Klhl15	ENSMUST00000113915.1	kelch-like 15 	59	1	1	0	0	1	0	0	1	2	mmu-miR-21a-5p	0.0243	0.1646	0.8067	-0.30	-0.34	0.38	NULL
Pspc1	ENSMUST00000022507.6	paraspeckle protein 1 	712	1	0	1	0	2	1	1	0	1	mmu-miR-21a-5p	0.0052	0.0373	0.2252	-0.30	-0.48	0.21	2007, '09, '11
Hrk	ENSMUST00000054836.6	harakiri, BCL2 interacting protein (contains only BH3 domain) 	5	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0160	0.1075	0.4821	-0.30	-0.30	0.31	2009, '11
Nfia	ENSMUST00000092532.7	nuclear factor I/A 	153	1	1	0	0	0	0	0	0	1	mmu-miR-21a-5p	0.0147	0.1008	0.4973	-0.30	-0.32	0.67	2009, '11
Map3k1	ENSMUST00000109267.3	mitogen-activated protein kinase kinase kinase 1 	65	1	1	0	0	0	0	0	0	1	mmu-miR-21a-5p	0.0139	0.0951	0.4558	-0.29	-0.29	0.66	2009, '11
Pbrm1	ENSMUST00000112095.2	polybromo 1 	2310	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0179	0.1212	0.5656	-0.29	-0.29	0.12	2007, '09, '11
Rspo2	ENSMUST00000063492.6	R-spondin 2 homolog (Xenopus laevis) 	19	1	1	0	0	0	0	0	0	1	mmu-miR-21a-5p	0.0067	0.0486	0.3137	-0.29	-0.29	0.17	2005, '07, '09, '11
Kbtbd7	ENSMUST00000061222.7	kelch repeat and BTB (POZ) domain containing 7 	339	1	1	0	0	0	0	0	0	0	mmu-miR-21c	0.0150	0.1011	0.4539	-0.28	-0.28	0.44	2009, '11
Rnf103	ENSMUST00000064637.5	ring finger protein 103 	685	1	0	1	0	0	0	0	0	2	mmu-miR-21a-5p	0.0079	0.0554	0.3051	-0.28	-0.38	0.34	2005, '07, '09, '11
Caskin1	ENSMUST00000024958.7	CASK interacting protein 1 	6	1	1	0	0	0	0	0	0	0	mmu-miR-21c	0.0239	0.1533	0.5793	-0.28	-0.28	0.68	2005, '07, '09, '11
Mapk10	ENSMUST00000112848.2	mitogen-activated protein kinase 10 	33	1	0	1	0	0	0	0	0	2	mmu-miR-21c	0.0121	0.0854	0.4740	-0.28	-0.28	0.32	2005, '07, '09, '11
Mprip	ENSMUST00000116371.2	myosin phosphatase Rho interacting protein 	1392	1	1	0	0	1	0	0	1	0	mmu-miR-21a-5p	0.0117	0.0822	0.4526	-0.27	-0.30	0.73	2007, '09, '11
Prdm11	ENSMUST00000111274.2	PR domain containing 11 	40	3	1	2	0	0	0	0	0	1	mmu-miR-21a-5p	0.0225	0.1579	0.8678	-0.27	-0.28	0.78	NULL
Ppp1r3b	ENSMUST00000070481.6	protein phosphatase 1, regulatory (inhibitor) subunit 3B 	106	1	1	0	0	1	0	0	1	1	mmu-miR-21c	0.0204	0.1349	0.5863	-0.27	-0.37	< 0.1	2009, '11
Pan3	ENSMUST00000176600.2	PAN3 polyA specific ribonuclease subunit homolog (S. cerevisiae) 	452	1	0	1	0	0	0	0	0	0	mmu-miR-21c	0.0117	0.0812	0.4074	-0.27	-0.27	0.34	2005, '07, '09, '11
Kdm7a	ENSMUST00000002305.8	lysine (K)-specific demethylase 7A 	770	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0171	0.1181	0.6071	-0.26	-0.27	0.68	2007, '09, '11
Osr1	ENSMUST00000057021.7	odd-skipped related 1 (Drosophila) 	1165	1	0	1	0	0	0	0	0	0	mmu-miR-21c	0.0169	0.1132	0.4931	-0.26	-0.26	0.30	2005, '07, '11
Nfib	ENSMUST00000107245.3	nuclear factor I/B 	2888	1	1	0	0	1	0	1	0	0	mmu-miR-21a-5p	0.0180	0.1271	0.7272	-0.26	-0.26	0.65	2005, '07, '09, '11
Mblac2	ENSMUST00000057598.5	metallo-beta-lactamase domain containing 2 	283	1	0	1	0	0	0	0	0	1	mmu-miR-21c	0.0125	0.0888	0.5291	-0.26	-0.26	0.16	2007, '09, '11
Gid4	ENSMUST00000070681.6	GID complex subunit 4, VID24 homolog (S. cerevisiae) 	563	1	1	0	0	0	0	0	0	1	mmu-miR-21a-5p	0.0152	0.1007	0.4326	-0.26	-0.39	0.62	2007, '09, '11
Ubr3	ENSMUST00000055758.10	ubiquitin protein ligase E3 component n-recognin 3 	5331	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0097	0.0676	0.3629	-0.26	-0.26	0.27	2007, '09, '11
Cntfr	ENSMUST00000102961.4	ciliary neurotrophic factor receptor 	58	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0098	0.0684	0.3519	-0.26	-0.26	0.20	2005, '07, '09, '11
Rasgrp1	ENSMUST00000172901.2	RAS guanyl releasing protein 1 	17	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0188	0.1238	0.5106	-0.26	-0.26	0.68	2005, '07, '09, '11
Jph1	ENSMUST00000038382.4	junctophilin 1 	1880	1	0	1	0	0	0	0	0	1	mmu-miR-21a-5p	0.0107	0.0755	0.4269	-0.26	-0.26	0.28	2007, '11
Pcsk6	ENSMUST00000055576.6	proprotein convertase subtilisin/kexin type 6 	960	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0103	0.0718	0.3696	-0.25	-0.25	0.29	2005, '07, '11
Msx1	ENSMUST00000063116.9	msh homeobox 1 	71	1	0	0	1	0	0	0	0	0	mmu-miR-21a-5p	0.0015	0.0111	0.0768	-0.25	-0.25	0.39	2007, '09, '11
Matn2	ENSMUST00000022947.5	matrilin 2 	471	1	0	1	0	0	0	0	0	0	mmu-miR-21c	0.0046	0.0333	0.2083	-0.25	-0.25	0.30	2005, '07, '09, '11
Xkr6	ENSMUST00000119973.2	X Kell blood group precursor related family member 6 homolog 	5	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0098	0.0683	0.3660	-0.25	-0.25	0.31	2005, '07, '09, '11
Hs3st1	ENSMUST00000117944.1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1 	137	1	0	0	1	0	0	0	0	1	mmu-miR-21a-5p	0.0037	0.0265	0.1724	-0.25	-0.27	0.41	2005, '07, '09, '11
Eif4ebp2	ENSMUST00000020288.8	eukaryotic translation initiation factor 4E binding protein 2 	13138	1	0	1	0	1	1	0	0	1	mmu-miR-21a-5p	0.0107	0.0771	0.4717	-0.24	-0.25	0.40	2005, '07
Satb1	ENSMUST00000144331.2	special AT-rich sequence binding protein 1 	473	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0093	0.0661	0.3757	-0.24	-0.28	0.45	2005, '07, '11
Gm12355	ENSMUST00000104933.1	predicted gene 12355 	6	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0040	0.0288	0.1798	-0.24	-0.24	0.19	NULL
Il6ra	ENSMUST00000029559.6	interleukin 6 receptor, alpha 	403	1	1	0	0	0	0	0	0	0	mmu-miR-21c	0.0177	0.1171	0.4863	-0.24	-0.25	0.29	NULL
Zfp704	ENSMUST00000041124.7	zinc finger protein 704 	246	2	1	1	0	1	1	0	0	2	mmu-miR-21a-5p	0.0172	0.1242	0.7984	-0.24	-0.24	0.23	2009, '11
Chic1	ENSMUST00000116547.2	cysteine-rich hydrophobic domain 1 	206	1	0	1	0	2	0	1	1	1	mmu-miR-21a-5p	0.0140	0.1004	0.6128	-0.24	-0.29	0.29	2007, '09, '11
Purg	ENSMUST00000070340.4	purine-rich element binding protein G 	165	2	2	0	0	0	0	0	0	0	mmu-miR-21c	0.0245	0.1625	0.7328	-0.24	-0.33	< 0.1	NULL
Cbx4	ENSMUST00000026665.7	chromobox 4 	867	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0023	0.0170	0.1121	-0.24	-0.27	0.44	2005, '07, '09, '11
Gramd3	ENSMUST00000070166.5	GRAM domain containing 3 	457	1	1	0	0	1	0	1	0	0	mmu-miR-21a-5p	0.0096	0.0653	0.3201	-0.23	-0.61	0.73	2007, '09, '11
Rtkn2	ENSMUST00000118160.2	rhotekin 2 	3112	1	0	1	0	0	0	0	0	0	mmu-miR-21c	0.0084	0.0592	0.3252	-0.23	-0.23	0.30	2007, '09, '11
Rnf24	ENSMUST00000059372.5	ring finger protein 24 	141	1	0	0	1	1	0	1	0	3	mmu-miR-21a-5p	0.0103	0.0744	0.4788	-0.23	-0.25	0.44	2009, '11
Sox2	ENSMUST00000099151.3	SRY (sex determining region Y)-box 2 	7778	1	0	1	0	0	0	0	0	0	mmu-miR-21c	0.0077	0.0539	0.2963	-0.23	-0.23	0.21	2005, '07, '09, '11
Pag1	ENSMUST00000161949.2	phosphoprotein associated with glycosphingolipid microdomains 1 	228	1	1	0	0	0	0	0	0	0	mmu-miR-21c	0.0080	0.0568	0.3341	-0.23	-0.24	0.55	2005, '07, '09, '11
Fcho2	ENSMUST00000099277.5	FCH domain only 2 	549	1	0	1	0	0	0	0	0	1	mmu-miR-21c	0.0092	0.0655	0.3914	-0.22	-0.25	0.15	2005, '07, '09, '11
Krit1	ENSMUST00000171023.2	KRIT1, ankyrin repeat containing 	1056	1	0	1	0	0	0	0	0	0	mmu-miR-21c	0.0019	0.0140	0.0957	-0.22	-0.22	0.43	2005, '07, '09, '11
Epha4	ENSMUST00000027451.7	Eph receptor A4 	97	1	1	0	0	1	0	1	0	0	mmu-miR-21c	0.0207	0.1356	0.5627	-0.22	-0.32	0.16	2005, '07, '09, '11
Klhl42	ENSMUST00000036003.7	kelch-like 42 	477	1	0	1	0	0	0	0	0	1	mmu-miR-21a-5p	0.0066	0.0474	0.2928	-0.22	-0.25	0.27	2007, '09, '11
Fbxo11	ENSMUST00000005504.9	F-box protein 11 	230	1	0	1	0	0	0	0	0	1	mmu-miR-21a-5p	0.0075	0.0535	0.3124	-0.22	-0.22	0.35	2005, '07, '09, '11
Timp3	ENSMUST00000020234.8	tissue inhibitor of metalloproteinase 3 	10779	1	1	0	0	0	0	0	0	2	mmu-miR-21a-5p	0.0069	0.0495	0.3016	-0.22	-0.29	0.59	2005, '07, '09, '11
Gpr125	ENSMUST00000030971.5	G protein-coupled receptor 125 	2616	1	0	0	1	0	0	0	0	0	mmu-miR-21a-5p	0.0033	0.0240	0.1640	-0.22	-0.22	0.31	2007, '11
Rell1	ENSMUST00000154169.1	RELT-like 1 	623	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0083	0.0596	0.3573	-0.22	-0.22	0.16	2007, '09, '11
Pcdhb1	ENSMUST00000052366.3	protocadherin beta 1 	3	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0092	0.0635	0.3191	-0.21	-0.27	< 0.1	NULL
Gata2	ENSMUST00000170089.2	GATA binding protein 2 	64	1	0	1	0	0	0	0	0	0	mmu-miR-21c	0.0040	0.0290	0.1807	-0.21	-0.21	0.30	2005, '07, '09, '11
Alx1	ENSMUST00000167156.3	ALX homeobox 1 	16	1	0	1	0	0	0	0	0	0	mmu-miR-21c	0.0045	0.0326	0.2035	-0.21	-0.21	0.28	2007, '09, '11
Gatad2b	ENSMUST00000049382.4	GATA zinc finger domain containing 2B 	132	2	2	0	0	1	0	1	0	0	mmu-miR-21a-5p	0.0158	0.1040	0.4475	-0.21	-0.71	0.90	2005, '07
Klf6	ENSMUST00000000080.6	Kruppel-like factor 6 	6715	1	0	1	0	0	0	0	0	3	mmu-miR-21c	0.0117	0.0837	0.5099	-0.21	-0.21	0.36	2009, '11
Bmpr2	ENSMUST00000087435.6	bone morphogenetic protein receptor, type II (serine/threonine kinase) 	2928	1	1	0	0	0	0	0	0	2	mmu-miR-21c	0.0124	0.0902	0.6130	-0.21	-0.27	0.21	2005, '07
Olr1	ENSMUST00000032265.7	oxidized low density lipoprotein (lectin-like) receptor 1 	47	1	0	0	1	1	0	1	0	1	mmu-miR-21a-5p	0.0043	0.0314	0.2047	-0.20	-0.28	0.30	2007, '09, '11
Ube2d2a	ENSMUST00000170693.2	ubiquitin-conjugating enzyme E2D 2A 	1832	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0061	0.0443	0.2866	-0.20	-0.21	0.35	2009, '11
Ppp1r3a	ENSMUST00000045096.4	protein phosphatase 1, regulatory (inhibitor) subunit 3A 	782	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0166	0.1162	0.6438	-0.20	-0.20	0.40	2005, '07, '09, '11
Glcci1	ENSMUST00000064285.9	glucocorticoid induced transcript 1 	423	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0072	0.0518	0.3318	-0.20	-0.20	0.33	2005, '07, '09, '11
Sntb2	ENSMUST00000047425.3	syntrophin, basic 2 	169	1	0	1	0	1	0	0	1	3	mmu-miR-21a-5p	0.0073	0.0525	0.3255	-0.20	-0.30	0.11	2007, '09, '11
Mtap	ENSMUST00000058030.7	methylthioadenosine phosphorylase 	645	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0084	0.0599	0.3515	-0.20	-0.22	0.15	2005, '07, '09, '11
Fnip1	ENSMUST00000046835.8	folliculin interacting protein 1 	1794	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0122	0.0842	0.4254	-0.20	-0.20	< 0.1	2007, '09, '11
Zswim6	ENSMUST00000105097.2	zinc finger SWIM-type containing 6 	294	1	1	0	0	0	0	0	0	0	mmu-miR-21a-5p	0.0080	0.0564	0.3103	-0.20	-0.20	0.69	2011
Chd7	ENSMUST00000051558.4	chromodomain helicase DNA binding protein 7 	512	1	0	1	0	0	0	0	0	0	mmu-miR-21c	0.0069	0.0495	0.3074	-0.20	-0.20	0.48	2005, '07, '09, '11
Paip2b	ENSMUST00000058383.8	poly(A) binding protein interacting protein 2B 	73	1	0	1	0	0	0	0	0	1	mmu-miR-21a-5p	0.0055	0.0394	0.2418	-0.20	-0.21	0.27	2007, '09, '11
Otud6b	ENSMUST00000117268.2	OTU domain containing 6B 	103	1	0	1	0	3	1	2	0	2	mmu-miR-21a-5p	0.0102	0.0723	0.4221	-0.19	-0.37	0.11	2007, '09, '11
Tagap1	ENSMUST00000063683.6	T cell activation GTPase activating protein 1 	49	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0055	0.0394	0.2398	-0.19	-0.19	0.23	2009, '11
Crebrf	ENSMUST00000062519.8	CREB3 regulatory factor 	256	1	0	0	1	2	0	1	1	0	mmu-miR-21a-5p	0.0155	0.1118	0.7032	-0.19	-0.19	0.30	2007, '09, '11
Zfp36l2	ENSMUST00000060366.6	zinc finger protein 36, C3H type-like 2 	26	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0054	0.0388	0.2273	-0.19	-0.22	0.16	2007, '09, '11
Tagap	ENSMUST00000036370.7	T cell activation Rho GTPase activating protein 	5	1	0	1	0	0	0	0	0	0	mmu-miR-21a-5p	0.0057	0.0410	0.2487	-0.19	-0.19	0.38	2005, '07, '09, '11
Unkl	ENSMUST00000039734.6	unkempt-like (Drosophila) 	42	1	0	0	1	1	0	1	0	1	mmu-miR-21a-5p	0.0103	0.0744	0.4741	-0.19	-0.19	0.33	2007, '09, '11
