Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Cdkn2d	ENSMUST00000086374.6	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4) 	5	1	1	0	0	0	mmu-miR-142b				-0.56	-0.56	< 0.1
Rgcc	ENSMUST00000022595.7	regulator of cell cycle 	1295	2	1	1	0	0	mmu-miR-142b				-0.55	-0.62	< 0.1
Map3k2	ENSMUST00000096575.3	mitogen-activated protein kinase kinase kinase 2 	1249	2	0	0	2	2	mmu-miR-142b				-0.55	-0.59	< 0.1
Bbip1	ENSMUST00000135402.2	BBSome interacting protein 1 	3212	1	1	0	0	0	mmu-miR-142b				-0.54	-0.55	< 0.1
Ccl17	ENSMUST00000034232.1	chemokine (C-C motif) ligand 17 	18	1	1	0	0	0	mmu-miR-142b				-0.52	-0.52	< 0.1
Msc	ENSMUST00000027062.6	musculin 	17	2	1	1	0	0	mmu-miR-142b				-0.52	-0.56	< 0.1
Ucma	ENSMUST00000167607.2	upper zone of growth plate and cartilage matrix associated 	9	1	1	0	0	1	mmu-miR-142b				-0.51	-0.51	< 0.1
Clcn3	ENSMUST00000093490.3	chloride channel 3 	1254	0	0	0	0	1	mmu-miR-142b				-0.49	-0.54	< 0.1
Pgr15l	ENSMUST00000033556.3	G protein-coupled receptor 15-like 	5	3	1	2	0	0	mmu-miR-142b				-0.49	-0.49	< 0.1
D130040H23Rik	ENSMUST00000078257.6	RIKEN cDNA D130040H23 gene 	83	7	2	1	4	0	mmu-miR-142b				-0.49	-0.73	< 0.1
Gm14305	ENSMUST00000108981.3	predicted gene 14305 	0	3	0	2	1	6	mmu-miR-142b				-0.49	-0.49	< 0.1
Gm609	ENSMUST00000114585.2	predicted gene 609 	5	2	1	1	0	0	mmu-miR-142b				-0.48	-0.48	< 0.1
Gm14434	ENSMUST00000122097.3	predicted gene 14434 	0	3	0	2	1	6	mmu-miR-142b				-0.48	-0.48	< 0.1
Gm11007	ENSMUST00000178120.2	predicted gene 11007 	0	3	0	2	1	6	mmu-miR-142b				-0.48	-0.48	< 0.1
Gm4724	ENSMUST00000109045.3	predicted gene 4724 	0	3	0	2	1	6	mmu-miR-142b				-0.48	-0.48	< 0.1
Gm2007	ENSMUST00000178133.2	predicted gene 2007 	0	3	0	2	1	6	mmu-miR-142b				-0.48	-0.48	< 0.1
Trappc4	ENSMUST00000034623.6	trafficking protein particle complex 4 	1032	1	1	0	0	0	mmu-miR-142b				-0.48	-0.48	< 0.1
Scg5	ENSMUST00000024005.7	secretogranin V 	75	1	1	0	0	0	mmu-miR-142b				-0.48	-0.48	< 0.1
mt-Nd6	ENSMUST00000082419.1	mitochondrially encoded NADH dehydrogenase 6 	2449	3	0	3	0	0	mmu-miR-142b				-0.48	-0.74	< 0.1
Gm5111	ENSMUST00000181661.1	predicted gene 5111 	5	1	1	0	0	0	mmu-miR-142b				-0.48	-0.48	< 0.1
Gipc2	ENSMUST00000046614.9	GIPC PDZ domain containing family, member 2 	72	1	1	0	0	0	mmu-miR-142b				-0.47	-0.47	< 0.1
Adam24	ENSMUST00000051614.3	a disintegrin and metallopeptidase domain 24 (testase 1) 	5	1	1	0	0	0	mmu-miR-142b				-0.47	-0.47	< 0.1
Mllt11	ENSMUST00000065482.5	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11 	2318	1	1	0	0	0	mmu-miR-142b				-0.47	-0.48	< 0.1
Cox14	ENSMUST00000023761.2	cytochrome c oxidase assembly protein 14 	1099	1	1	0	0	0	mmu-miR-142b				-0.46	-0.47	< 0.1
Gm6710	ENSMUST00000109012.3	predicted gene 6710 	0	3	0	2	1	6	mmu-miR-142b				-0.46	-0.46	< 0.1
Ctdspl2	ENSMUST00000036647.7	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	546	1	1	0	0	0	mmu-miR-142b				-0.46	-0.61	< 0.1
9130409I23Rik	ENSMUST00000036819.6	RIKEN cDNA 9130409I23 gene 	83	2	1	0	1	0	mmu-miR-142b				-0.46	-0.46	< 0.1
Tdrp	ENSMUST00000062613.5	testis development related protein 	436	3	1	1	1	0	mmu-miR-142b				-0.45	-0.48	< 0.1
Gm14419	ENSMUST00000126358.2	predicted gene 14419 	0	2	0	2	0	7	mmu-miR-142b				-0.45	-0.45	< 0.1
Tubb3	ENSMUST00000071134.3	tubulin, beta 3 class III 	758	2	0	2	0	1	mmu-miR-142b				-0.44	-0.44	< 0.1
Isg20l2	ENSMUST00000055984.6	interferon stimulated exonuclease gene 20-like 2 	788	3	1	2	0	0	mmu-miR-142b				-0.44	-0.51	< 0.1
Snhg11	ENSMUST00000109488.2	small nucleolar RNA host gene 11 	826	3	2	0	1	0	mmu-miR-142b				-0.44	-0.44	< 0.1
Agl	ENSMUST00000040603.8	amylo-1,6-glucosidase, 4-alpha-glucanotransferase 	3087	2	1	0	1	0	mmu-miR-142b				-0.43	-0.47	< 0.1
Utp15	ENSMUST00000040972.2	UTP15, U3 small nucleolar ribonucleoprotein, homolog (yeast) 	647	3	1	1	1	0	mmu-miR-142b				-0.43	-0.50	< 0.1
Rev1	ENSMUST00000027251.6	REV1 homolog (S. cerevisiae) 	1095	0	0	0	0	0	mmu-miR-142b				-0.42	-0.42	< 0.1
Gm13030	ENSMUST00000105805.1	predicted gene 13030 	5	1	0	0	1	1	mmu-miR-142b				-0.42	-0.42	< 0.1
Cbx3	ENSMUST00000114445.2	chromobox 3 	45	1	1	0	0	1	mmu-miR-142b				-0.42	-0.47	< 0.1
Acn9	ENSMUST00000040826.5	ACN9 homolog (S. cerevisiae) 	483	2	2	0	0	0	mmu-miR-142b				-0.41	-0.72	< 0.1
Shisa2	ENSMUST00000053949.5	shisa homolog 2 (Xenopus laevis) 	632	2	0	1	1	0	mmu-miR-142b				-0.41	-0.44	< 0.1
Myoz1	ENSMUST00000090469.6	myozenin 1 	22070	0	0	0	0	0	mmu-miR-142b				-0.41	-0.41	< 0.1
Ppp1cb	ENSMUST00000015100.9	protein phosphatase 1, catalytic subunit, beta isoform 	16559	2	1	0	1	0	mmu-miR-142b				-0.41	-0.52	< 0.1
Plscr2	ENSMUST00000180154.2	phospholipid scramblase 2 	1133	2	1	1	0	1	mmu-miR-142b				-0.40	-0.53	< 0.1
Rbpms2	ENSMUST00000169003.2	RNA binding protein with multiple splicing 2 	1587	1	1	0	0	0	mmu-miR-142b				-0.40	-0.40	< 0.1
Chst5	ENSMUST00000034430.4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5 	10	1	1	0	0	1	mmu-miR-142b				-0.40	-0.40	< 0.1
Rspo3	ENSMUST00000092623.3	R-spondin 3 homolog (Xenopus laevis) 	21	1	1	0	0	1	mmu-miR-142b				-0.40	-0.49	< 0.1
Rbm34	ENSMUST00000045994.6	RNA binding motif protein 34 	1023	1	0	1	0	0	mmu-miR-142b				-0.39	-0.43	< 0.1
Ociad1	ENSMUST00000071081.7	OCIA domain containing 1 	2326	2	0	2	0	0	mmu-miR-142b				-0.39	-0.58	< 0.1
Trdmt1	ENSMUST00000124488.1	tRNA aspartic acid methyltransferase 1 	271	2	1	1	0	1	mmu-miR-142b				-0.39	-0.48	< 0.1
Cyp7a1	ENSMUST00000029905.1	cytochrome P450, family 7, subfamily a, polypeptide 1 	550	3	0	2	1	0	mmu-miR-142b				-0.39	-0.40	< 0.1
Gm5819	ENSMUST00000171469.1	predicted gene 5819 	8	2	1	0	1	0	mmu-miR-142b				-0.38	-0.40	< 0.1
Efna1	ENSMUST00000029566.3	ephrin A1 	205	2	1	0	1	0	mmu-miR-142b				-0.38	-0.44	< 0.1
Olfr212	ENSMUST00000075756.2	olfactory receptor 212 	5	2	1	0	1	0	mmu-miR-142b				-0.38	-0.38	< 0.1
Atp1b3	ENSMUST00000034983.6	ATPase, Na+/K+ transporting, beta 3 polypeptide 	834	1	1	0	0	0	mmu-miR-142b				-0.38	-0.38	< 0.1
Unc93a	ENSMUST00000084966.5	unc-93 homolog A (C. elegans) 	5	1	1	0	0	0	mmu-miR-142b				-0.38	-0.38	< 0.1
Emr1	ENSMUST00000086763.6	EGF-like module containing, mucin-like, hormone receptor-like sequence 1 	616	2	0	0	2	0	mmu-miR-142b				-0.38	-0.38	< 0.1
Bmpr1b	ENSMUST00000029948.9	bone morphogenetic protein receptor, type 1B 	48	4	2	0	2	0	mmu-miR-142b				-0.38	-0.38	< 0.1
Sugct	ENSMUST00000068545.4	succinyl-CoA glutarate-CoA transferase 	3	1	1	0	0	0	mmu-miR-142b				-0.37	-0.37	< 0.1
Serpine2	ENSMUST00000027467.5	serine (or cysteine) peptidase inhibitor, clade E, member 2 	1517	1	1	0	0	0	mmu-miR-142b				-0.37	-0.38	< 0.1
Ccl2	ENSMUST00000000193.5	chemokine (C-C motif) ligand 2 	876	1	0	0	1	1	mmu-miR-142b				-0.37	-0.38	< 0.1
Gm7334	ENSMUST00000061681.7	predicted gene 7334 	10	1	1	0	0	0	mmu-miR-142b				-0.37	-0.37	< 0.1
Olfr77	ENSMUST00000057596.7	olfactory receptor 77 	5	1	1	0	0	1	mmu-miR-142b				-0.37	-0.37	< 0.1
5530401A14Rik	ENSMUST00000021044.3	RIKEN cDNA 5530401A14 gene 	5	1	1	0	0	0	mmu-miR-142b				-0.37	-0.37	< 0.1
Gulp1	ENSMUST00000162600.1	GULP, engulfment adaptor PTB domain containing 1 	163	1	1	0	0	0	mmu-miR-142b				-0.37	-0.37	< 0.1
Tox	ENSMUST00000039987.3	thymocyte selection-associated high mobility group box 	51	2	1	0	1	0	mmu-miR-142b				-0.37	-0.37	< 0.1
Usf2	ENSMUST00000058860.8	upstream transcription factor 2 	577	1	1	0	0	0	mmu-miR-142b				-0.36	-0.36	< 0.1
Serp1	ENSMUST00000029385.7	stress-associated endoplasmic reticulum protein 1 	4897	2	0	1	1	1	mmu-miR-142b				-0.36	-0.44	< 0.1
Syndig1	ENSMUST00000109935.2	synapse differentiation inducing 1 	7	1	1	0	0	0	mmu-miR-142b				-0.36	-0.36	< 0.1
Ifngr1	ENSMUST00000020188.7	interferon gamma receptor 1 	2753	1	1	0	0	0	mmu-miR-142b				-0.36	-0.36	< 0.1
Cnot6	ENSMUST00000145353.2	CCR4-NOT transcription complex, subunit 6 	874	3	1	1	1	1	mmu-miR-142b				-0.36	-0.78	< 0.1
Gzmb	ENSMUST00000015581.4	granzyme B 	13	1	1	0	0	0	mmu-miR-142b				-0.36	-0.46	< 0.1
Zfp689	ENSMUST00000053392.5	zinc finger protein 689 	42	1	1	0	0	0	mmu-miR-142b				-0.35	-0.35	< 0.1
Ndufc2	ENSMUST00000032882.8	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2 	11351	1	0	1	0	0	mmu-miR-142b				-0.35	-0.35	< 0.1
Phlda1	ENSMUST00000164773.1	pleckstrin homology-like domain, family A, member 1 	5370	0	0	0	0	0	mmu-miR-142b				-0.35	-0.35	< 0.1
Fmo3	ENSMUST00000028010.7	flavin containing monooxygenase 3 	130	1	1	0	0	0	mmu-miR-142b				-0.35	-0.35	< 0.1
Ermn	ENSMUST00000090940.5	ermin, ERM-like protein 	5	2	0	0	2	0	mmu-miR-142b				-0.35	-0.35	< 0.1
Pank3	ENSMUST00000018990.7	pantothenate kinase 3 	3244	3	2	1	0	0	mmu-miR-142b				-0.35	-0.36	< 0.1
Cobll1	ENSMUST00000112429.3	Cobl-like 1 	1040	2	0	0	2	2	mmu-miR-142b				-0.35	-0.38	< 0.1
Rsl24d1	ENSMUST00000034738.8	ribosomal L24 domain containing 1 	1184	1	1	0	0	1	mmu-miR-142b				-0.35	-0.35	< 0.1
Slc35a3	ENSMUST00000029569.3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3 	2826	3	2	1	0	0	mmu-miR-142b				-0.35	-0.49	< 0.1
Lta	ENSMUST00000025266.5	lymphotoxin A 	16	1	1	0	0	0	mmu-miR-142b				-0.35	-0.35	< 0.1
Gm7489	ENSMUST00000100666.2	predicted gene 7489 	5	1	1	0	0	0	mmu-miR-142b				-0.35	-0.35	< 0.1
Gtf2h4	ENSMUST00000001565.9	general transcription factor II H, polypeptide 4 	16	1	0	0	1	0	mmu-miR-142b				-0.34	-0.38	< 0.1
P2ry10	ENSMUST00000118666.2	purinergic receptor P2Y, G-protein coupled 10 	8	2	0	1	1	1	mmu-miR-142b				-0.34	-0.34	< 0.1
Rwdd3	ENSMUST00000170781.1	RWD domain containing 3 	148	0	0	0	0	0	mmu-miR-142b				-0.34	-0.34	< 0.1
Esm1	ENSMUST00000038144.8	endothelial cell-specific molecule 1 	129	1	1	0	0	0	mmu-miR-142b				-0.34	-0.34	< 0.1
Gnai2	ENSMUST00000055704.6	guanine nucleotide binding protein (G protein), alpha inhibiting 2 	1431	1	1	0	0	0	mmu-miR-142b				-0.34	-0.35	< 0.1
Casq2	ENSMUST00000029454.6	calsequestrin 2 	4540	1	1	0	0	0	mmu-miR-142b				-0.34	-0.34	< 0.1
Rras2	ENSMUST00000069449.5	related RAS viral (r-ras) oncogene homolog 2 	4798	1	1	0	0	0	mmu-miR-142b				-0.34	-0.35	< 0.1
Zfp768	ENSMUST00000060783.5	zinc finger protein 768 	57	1	1	0	0	0	mmu-miR-142b				-0.34	-0.34	< 0.1
Galnt7	ENSMUST00000034021.6	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 	218	1	1	0	0	1	mmu-miR-142b				-0.33	-0.34	< 0.1
Commd10	ENSMUST00000049388.7	COMM domain containing 10 	627	1	1	0	0	0	mmu-miR-142b				-0.33	-0.33	< 0.1
Six1	ENSMUST00000050029.7	sine oculis-related homeobox 1 	709	1	1	0	0	0	mmu-miR-142b				-0.33	-0.34	< 0.1
Stx11	ENSMUST00000163425.2	syntaxin 11 	274	1	1	0	0	0	mmu-miR-142b				-0.33	-0.33	< 0.1
Lmo2	ENSMUST00000170926.2	LIM domain only 2 	718	2	0	1	1	0	mmu-miR-142b				-0.33	-0.33	< 0.1
Gm21976	ENSMUST00000186911.1	predicted gene 21976 	5	1	0	1	0	1	mmu-miR-142b				-0.33	-0.33	< 0.1
Btg3	ENSMUST00000023570.8	B cell translocation gene 3 	29	1	1	0	0	0	mmu-miR-142b				-0.33	-0.33	< 0.1
Rbm3	ENSMUST00000115615.3	RNA binding motif protein 3 	4182	1	1	0	0	0	mmu-miR-142b				-0.33	-0.33	< 0.1
Il1a	ENSMUST00000028882.1	interleukin 1 alpha 	12	1	1	0	0	0	mmu-miR-142b				-0.33	-0.33	< 0.1
Spice1	ENSMUST00000050897.6	spindle and centriole associated protein 1 	250	2	1	0	1	0	mmu-miR-142b				-0.33	-0.44	< 0.1
Cd200r4	ENSMUST00000114626.3	CD200 receptor 4 	16	1	1	0	0	0	mmu-miR-142b				-0.32	-0.32	< 0.1
Pramel5	ENSMUST00000035757.7	preferentially expressed antigen in melanoma like 5 	5	1	1	0	0	0	mmu-miR-142b				-0.32	-0.32	< 0.1
Calr4	ENSMUST00000106631.3	calreticulin 4 	21	1	1	0	0	1	mmu-miR-142b				-0.32	-0.38	< 0.1
Etohi1	ENSMUST00000108925.4	ethanol induced 1 	31	2	0	0	2	0	mmu-miR-142b				-0.32	-0.51	< 0.1
Egfem1	ENSMUST00000119598.2	EGF-like and EMI domain containing 1 	11	2	0	2	0	0	mmu-miR-142b				-0.32	-0.32	< 0.1
Timm8b	ENSMUST00000044051.4	translocase of inner mitochondrial membrane 8B 	8362	1	0	1	0	0	mmu-miR-142b				-0.32	-0.32	< 0.1
Pip5k1a	ENSMUST00000107236.3	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha 	1241	1	1	0	0	0	mmu-miR-142b				-0.32	-0.32	< 0.1
Rps27l	ENSMUST00000127896.2	ribosomal protein S27-like 	652	1	0	0	1	0	mmu-miR-142b				-0.32	-0.32	< 0.1
Lsm8	ENSMUST00000056398.8	LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae) 	2235	2	0	1	1	0	mmu-miR-142b				-0.32	-0.37	< 0.1
Mrps2	ENSMUST00000038600.3	mitochondrial ribosomal protein S2 	1148	1	1	0	0	1	mmu-miR-142b				-0.32	-0.38	< 0.1
Atg4c	ENSMUST00000030279.9	autophagy related 4C, cysteine peptidase 	66	1	1	0	0	0	mmu-miR-142b				-0.32	-0.32	< 0.1
Fam46d	ENSMUST00000101292.3	family with sequence similarity 46, member D 	5	1	1	0	0	0	mmu-miR-142b				-0.31	-0.31	< 0.1
Pdia4	ENSMUST00000077290.7	protein disulfide isomerase associated 4 	1786	1	1	0	0	0	mmu-miR-142b				-0.31	-0.31	< 0.1
Sfr1	ENSMUST00000099353.4	SWI5 dependent recombination repair 1 	4220	1	1	0	0	0	mmu-miR-142b				-0.31	-0.31	< 0.1
Snx15	ENSMUST00000025702.8	sorting nexin 15 	395	1	0	1	0	0	mmu-miR-142b				-0.31	-0.32	< 0.1
Skida1	ENSMUST00000091420.5	SKI/DACH domain containing 1 	61	2	0	1	1	1	mmu-miR-142b				-0.31	-0.33	< 0.1
Sfpq	ENSMUST00000030623.7	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) 	6136	2	0	0	2	1	mmu-miR-142b				-0.31	-0.34	< 0.1
Mob1b	ENSMUST00000113229.2	MOB kinase activator 1B 	3883	1	1	0	0	2	mmu-miR-142b				-0.31	-0.35	< 0.1
Klrc2	ENSMUST00000145984.2	killer cell lectin-like receptor subfamily C, member 2 	5	2	0	1	1	1	mmu-miR-142b				-0.31	-0.31	< 0.1
Ptp4a1	ENSMUST00000027232.8	protein tyrosine phosphatase 4a1 	153	1	1	0	0	1	mmu-miR-142b				-0.30	-0.30	< 0.1
Spag11a	ENSMUST00000058955.4	sperm associated antigen 11A 	5	1	0	1	0	0	mmu-miR-142b				-0.30	-0.30	< 0.1
Dbf4	ENSMUST00000002368.10	DBF4 homolog (S. cerevisiae) 	1287	2	1	1	0	0	mmu-miR-142b				-0.30	-0.38	< 0.1
N4bp2l1	ENSMUST00000016279.7	NEDD4 binding protein 2-like 1 	48	2	0	1	1	0	mmu-miR-142b				-0.30	-0.33	< 0.1
Tspan14	ENSMUST00000047652.5	tetraspanin 14 	620	1	0	0	1	1	mmu-miR-142b				-0.30	-0.34	< 0.1
Dph6	ENSMUST00000028640.8	diphthamine biosynthesis 6 	135	3	1	0	2	1	mmu-miR-142b				-0.30	-0.58	< 0.1
Tmem30b	ENSMUST00000042975.5	transmembrane protein 30B 	512	1	1	0	0	0	mmu-miR-142b				-0.30	-0.30	< 0.1
Cdc37l1	ENSMUST00000050148.3	cell division cycle 37-like 1 	586	2	0	2	0	0	mmu-miR-142b				-0.30	-0.31	< 0.1
1700012P22Rik	ENSMUST00000030323.2	RIKEN cDNA 1700012P22 gene 	5	1	0	1	0	0	mmu-miR-142b				-0.30	-0.30	< 0.1
Rimklb	ENSMUST00000068242.6	ribosomal modification protein rimK-like family member B 	216	2	1	1	0	1	mmu-miR-142b				-0.29	-0.46	< 0.1
Cask	ENSMUST00000115438.4	calcium/calmodulin-dependent serine protein kinase (MAGUK family) 	743	1	1	0	0	0	mmu-miR-142b				-0.29	-0.32	< 0.1
Fgf10	ENSMUST00000022246.8	fibroblast growth factor 10 	148	2	1	1	0	0	mmu-miR-142b				-0.29	-0.35	< 0.1
Plscr1	ENSMUST00000093801.4	phospholipid scramblase 1 	388	2	2	0	0	0	mmu-miR-142b				-0.29	-0.51	< 0.1
Olfm2	ENSMUST00000034692.7	olfactomedin 2 	87	1	1	0	0	0	mmu-miR-142b				-0.29	-0.31	< 0.1
Cstf3	ENSMUST00000028599.7	cleavage stimulation factor, 3' pre-RNA, subunit 3 	815	1	0	1	0	0	mmu-miR-142b				-0.29	-0.30	< 0.1
Slc25a17	ENSMUST00000023040.7	solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17 	602	2	0	2	0	0	mmu-miR-142b				-0.29	-0.29	< 0.1
Rab22a	ENSMUST00000029024.4	RAB22A, member RAS oncogene family 	1148	3	0	2	1	1	mmu-miR-142b				-0.29	-0.31	< 0.1
Bmp2	ENSMUST00000028836.6	bone morphogenetic protein 2 	131	1	1	0	0	0	mmu-miR-142b				-0.29	-0.29	< 0.1
Krtap16-3	ENSMUST00000179707.2	keratin associated protein 16-3 	5	1	0	1	0	0	mmu-miR-142b				-0.29	-0.29	< 0.1
Hibch	ENSMUST00000159352.2	3-hydroxyisobutyryl-Coenzyme A hydrolase 	2458	1	1	0	0	0	mmu-miR-142b				-0.29	-0.29	< 0.1
B3gnt8	ENSMUST00000076034.6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 	86	1	0	1	0	0	mmu-miR-142b				-0.29	-0.31	< 0.1
Sgk1	ENSMUST00000020145.6	serum/glucocorticoid regulated kinase 1 	5205	0	0	0	0	0	mmu-miR-142b				-0.29	-0.29	< 0.1
Sav1	ENSMUST00000021467.7	salvador homolog 1 (Drosophila) 	3985	2	1	0	1	0	mmu-miR-142b				-0.29	-0.31	< 0.1
Csgalnact2	ENSMUST00000049344.9	chondroitin sulfate N-acetylgalactosaminyltransferase 2 	70	3	0	1	2	0	mmu-miR-142b				-0.29	-0.42	< 0.1
Dmrtc2	ENSMUST00000011493.5	doublesex and mab-3 related transcription factor like family C2 	6	1	0	1	0	0	mmu-miR-142b				-0.28	-0.28	< 0.1
Tmem65	ENSMUST00000072113.5	transmembrane protein 65 	3129	3	2	1	0	1	mmu-miR-142b				-0.28	-0.69	< 0.1
Dll1	ENSMUST00000014917.7	delta-like 1 (Drosophila) 	23	0	0	0	0	0	mmu-miR-142b				-0.28	-0.34	< 0.1
Nek10	ENSMUST00000112630.3	NIMA (never in mitosis gene a)- related kinase 10 	5	3	0	2	1	0	mmu-miR-142b				-0.28	-0.28	< 0.1
Rnf166	ENSMUST00000014614.3	ring finger protein 166 	161	0	0	0	0	1	mmu-miR-142b				-0.28	-0.28	< 0.1
E330034G19Rik	ENSMUST00000161740.2	RIKEN cDNA E330034G19 gene 	5	1	1	0	0	0	mmu-miR-142b				-0.28	-0.28	< 0.1
Irx5	ENSMUST00000034184.10	Iroquois related homeobox 5 (Drosophila) 	112	1	1	0	0	0	mmu-miR-142b				-0.28	-0.28	< 0.1
Fam84b	ENSMUST00000100635.4	family with sequence similarity 84, member B 	1636	3	1	1	1	0	mmu-miR-142b				-0.28	-0.28	< 0.1
BC051076	ENSMUST00000069773.6	cDNA sequence BC051076 	5	2	0	1	1	0	mmu-miR-142b				-0.28	-0.28	< 0.1
Grn	ENSMUST00000049460.5	granulin 	3593	1	1	0	0	0	mmu-miR-142b				-0.28	-0.28	< 0.1
Ccdc169	ENSMUST00000052904.5	coiled-coil domain containing 169 	7	1	1	0	0	1	mmu-miR-142b				-0.28	-0.28	< 0.1
Actr3b	ENSMUST00000128727.2	ARP3 actin-related protein 3B 	1438	1	0	1	0	0	mmu-miR-142b				-0.28	-0.28	< 0.1
Tbc1d15	ENSMUST00000020339.8	TBC1 domain family, member 15 	1002	1	1	0	0	0	mmu-miR-142b				-0.28	-0.28	< 0.1
Gm17567	ENSMUST00000164429.1	predicted gene, 17567 	42	2	0	1	1	2	mmu-miR-142b				-0.27	-0.37	< 0.1
Slco6c1	ENSMUST00000027569.8	solute carrier organic anion transporter family, member 6c1 	5	1	1	0	0	0	mmu-miR-142b				-0.27	-0.27	< 0.1
Cpne6	ENSMUST00000171643.1	copine VI 	5	1	1	0	0	0	mmu-miR-142b				-0.27	-0.27	< 0.1
Gm13078	ENSMUST00000078695.4	predicted gene 13078 	5	1	1	0	0	0	mmu-miR-142b				-0.27	-0.27	< 0.1
Btf3	ENSMUST00000022163.9	basic transcription factor 3 	18	1	0	0	1	0	mmu-miR-142b				-0.27	-0.27	< 0.1
Efcab1	ENSMUST00000090277.1	EF hand calcium binding domain 1 	79	1	1	0	0	0	mmu-miR-142b				-0.27	-0.28	< 0.1
Fbxo5	ENSMUST00000019907.7	F-box protein 5 	2747	1	1	0	0	0	mmu-miR-142b				-0.27	-0.27	< 0.1
Pfkp	ENSMUST00000138703.2	phosphofructokinase, platelet 	1066	0	0	0	0	0	mmu-miR-142b				-0.27	-0.27	< 0.1
Ebag9	ENSMUST00000022964.7	estrogen receptor-binding fragment-associated gene 9 	367	2	1	1	0	1	mmu-miR-142b				-0.27	-0.43	< 0.1
Abracl	ENSMUST00000020002.7	ABRA C-terminal like 	193	1	1	0	0	0	mmu-miR-142b				-0.27	-0.52	< 0.1
Ube2r2	ENSMUST00000040008.3	ubiquitin-conjugating enzyme E2R 2 	5664	0	0	0	0	0	mmu-miR-142b				-0.27	-0.27	< 0.1
4932429P05Rik	ENSMUST00000113958.1	RIKEN cDNA 4932429P05 gene 	5	1	1	0	0	0	mmu-miR-142b				-0.27	-0.27	< 0.1
Uqcrq	ENSMUST00000061326.4	ubiquinol-cytochrome c reductase, complex III subunit VII 	95549	1	0	0	1	0	mmu-miR-142b				-0.27	-0.27	< 0.1
Rhag	ENSMUST00000024721.7	Rhesus blood group-associated A glycoprotein 	6	1	0	1	0	0	mmu-miR-142b				-0.27	-0.27	< 0.1
