Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Ttll4	ENSMUST00000042125.9	tubulin tyrosine ligase-like family, member 4 	651	2	1	1	0	0	0	0	0	0	mmu-let-7d-5p	0.0534	0.3545	1.6110	-0.67	-0.75	> 0.99	2005, '07, '09, '11
Gatm	ENSMUST00000028624.8	glycine amidinotransferase (L-arginine:glycine amidinotransferase) 	2478	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	0.0697	0.3962	1.1858	-0.67	-0.67	0.92	2005, '07, '09, '11
Arid3c	ENSMUST00000171251.2	AT rich interactive domain 3C (BRIGHT-like) 	10	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0513	0.2893	0.8070	-0.67	-0.67	0.92	2009, '11
Arl4d	ENSMUST00000039388.2	ADP-ribosylation factor-like 4D 	506	1	0	1	0	1	0	1	0	0	mmu-let-7e-5p	0.0131	0.0897	0.4315	-0.66	-0.66	0.90	2007, '09, '11
Slc35d2	ENSMUST00000099441.4	solute carrier family 35, member D2 	403	1	1	0	0	0	0	0	0	0	mmu-miR-98-5p	0.0652	0.3415	0.8128	-0.66	-0.66	0.98	2005, '07, '09, '11
Fbxl12	ENSMUST00000131128.1	F-box and leucine-rich repeat protein 12 	44	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0255	0.1626	0.5977	-0.66	-0.66	0.91	2005, '07, '09, '11
Foxp2	ENSMUST00000115477.2	forkhead box P2 	105	3	0	2	1	0	0	0	0	1	mmu-let-7g-5p	0.0509	0.3505	1.7868	-0.66	-0.85	> 0.99	2009, '11
Snx30	ENSMUST00000030080.6	sorting nexin family member 30 	277	2	0	1	1	1	0	0	1	1	mmu-let-7d-5p	0.0606	0.3691	1.4133	-0.66	-0.74	> 0.99	2009, '11
Bach1	ENSMUST00000026703.5	BTB and CNC homology 1 	993	2	2	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0809	0.4723	1.4561	-0.66	-0.66	> 0.99	2005, '07, '09, '11
Ptafr	ENSMUST00000070690.7	platelet-activating factor receptor 	81	2	1	1	0	2	1	1	0	0	mmu-let-7f-5p	0.0852	0.5313	2.0190	-0.66	-0.71	0.91	NULL
Ap1s1	ENSMUST00000111080.2	adaptor protein complex AP-1, sigma 1 	1285	1	0	1	0	1	0	1	0	0	mmu-let-7g-5p	0.0505	0.3169	1.1396	-0.65	-0.66	0.60	2005, '07, '09, '11
Pla2g3	ENSMUST00000064265.7	phospholipase A2, group III 	8	1	1	0	0	1	0	1	0	0	mmu-let-7b-5p	0.0659	0.3911	1.2712	-0.65	-0.65	0.67	2005, '07, '09, '11
Diap2	ENSMUST00000113320.2	diaphanous homolog 2 (Drosophila) 	549	2	0	2	0	1	0	1	0	0	mmu-let-7g-5p	0.1252	0.7107	2.0906	-0.65	-0.67	0.95	2005, '07, '11
Pald1	ENSMUST00000020289.8	phosphatase domain containing, paladin 1 	557	1	1	0	0	1	0	0	1	1	mmu-let-7d-5p	0.0509	0.3211	1.2824	-0.65	-0.65	0.97	2007, '09, '11
Coil	ENSMUST00000036649.5	coilin 	76	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0746	0.3734	0.8149	-0.64	-0.64	0.92	2005, '07, '09, '11
Psors1c2	ENSMUST00000025273.8	psoriasis susceptibility 1 candidate 2 (human) 	19	1	1	0	0	0	0	0	0	0	mmu-let-7i-5p	0.0823	0.3986	0.8304	-0.64	-0.64	0.39	2005, '07, '09, '11
Qars	ENSMUST00000134939.2	glutaminyl-tRNA synthetase 	1285	1	1	0	0	2	0	0	2	0	mmu-let-7e-5p	0.0331	0.2161	0.9201	-0.64	-0.65	0.17	2005, '07, '09, '11
Gdf6	ENSMUST00000057613.2	growth differentiation factor 6 	26	1	1	0	0	1	0	1	0	0	mmu-let-7i-5p	0.0624	0.3643	1.1680	-0.64	-0.68	0.98	2005, '07, '09, '11
Mycn	ENSMUST00000043396.8	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian) 	232	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p	0.0232	0.1586	0.7641	-0.64	-0.66	0.99	2005, '07, '09, '11
Adamts12	ENSMUST00000061318.7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12 	155	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p	0.0747	0.4375	1.4778	-0.63	-0.64	0.94	2009, '11
Xrn1	ENSMUST00000185633.1	5'-3' exoribonuclease 1 	949	1	0	0	1	1	0	0	1	0	mmu-let-7g-5p	0.0800	0.5330	2.4117	-0.62	-0.64	0.83	2005, '07, '09, '11
Ccnd2	ENSMUST00000000188.8	cyclin D2 	9744	3	0	0	3	0	0	0	0	0	mmu-let-7d-5p	0.0256	0.1792	0.9717	-0.62	-0.63	> 0.99	2005, '07, '09, '11
Bcl7c	ENSMUST00000106282.2	B cell CLL/lymphoma 7C 	163	1	1	0	0	1	0	1	0	1	mmu-let-7f-5p	0.1112	0.6270	1.8854	-0.62	-0.63	0.36	NULL
March9	ENSMUST00000040307.5	membrane-associated ring finger (C3HC4) 9 	113	2	1	0	1	1	1	0	0	0	mmu-let-7d-5p	0.0234	0.1579	0.7266	-0.62	-0.84	0.97	2005, '07, '09, '11
Sall4	ENSMUST00000075044.4	sal-like 4 (Drosophila) 	337	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0487	0.2773	0.7845	-0.62	-0.62	0.98	2009, '11
Thrsp	ENSMUST00000043077.7	thyroid hormone responsive 	636	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0341	0.2061	0.6507	-0.62	-0.63	0.38	2009, '11
Fasl	ENSMUST00000000834.2	Fas ligand (TNF superfamily, member 6) 	11	1	1	0	0	0	0	0	0	1	mmu-miR-98-5p	0.0704	0.3762	1.0222	-0.61	-0.61	0.96	2009, '11
Kctd17	ENSMUST00000166142.3	potassium channel tetramerisation domain containing 17 	1711	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0421	0.2583	0.9310	-0.60	-0.60	0.77	2005, '07, '09, '11
Bend4	ENSMUST00000169190.1	BEN domain containing 4 	1357	2	0	1	1	0	0	0	0	1	mmu-miR-98-5p	0.0393	0.2670	1.3228	-0.60	-0.60	> 0.99	2011
Lrig2	ENSMUST00000046316.6	leucine-rich repeats and immunoglobulin-like domains 2 	154	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	0.0663	0.3830	1.1018	-0.60	-0.69	0.98	2005, '07, '09, '11
Pqlc2	ENSMUST00000053862.6	PQ loop repeat containing 2 	445	1	1	0	0	1	0	0	1	1	mmu-let-7d-5p	0.0548	0.3141	0.9588	-0.60	-0.64	0.91	2007, '09, '11
Pdpr	ENSMUST00000039333.4	pyruvate dehydrogenase phosphatase regulatory subunit 	831	1	1	0	0	2	1	1	0	2	mmu-let-7d-5p	0.1179	0.6873	2.2030	-0.60	-0.61	0.98	2005, '07
Prtg	ENSMUST00000055535.8	protogenin homolog (Gallus gallus) 	11	2	1	1	0	2	0	0	2	0	mmu-let-7d-5p	0.0737	0.4696	1.8493	-0.59	-0.59	> 0.99	2007, '09, '11
Uhrf2	ENSMUST00000025739.8	ubiquitin-like, containing PHD and RING finger domains 2 	671	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0695	0.3726	1.0016	-0.59	-0.59	0.96	2005, '07, '09, '11
Mxd1	ENSMUST00000001184.7	MAX dimerization protein 1 	98	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0271	0.1796	0.7945	-0.59	-0.59	0.97	2007, '09, '11
Il13	ENSMUST00000020650.1	interleukin 13 	5	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p	0.0342	0.2076	0.6594	-0.59	-0.59	0.96	2005, '07, '09, '11
Masp1	ENSMUST00000089883.5	mannan-binding lectin serine peptidase 1 	457	1	1	0	0	2	0	1	1	0	mmu-let-7d-5p	0.0571	0.3585	1.2904	-0.59	-0.63	0.88	2005, '07, '09, '11
Tgds	ENSMUST00000022727.8	TDP-glucose 4,6-dehydratase 	282	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0269	0.1701	0.6154	-0.59	-0.60	0.96	2005, '07, '09, '11
Gga3	ENSMUST00000019135.8	golgi associated, gamma adaptin ear containing, ARF binding protein 3 	191	1	0	1	0	1	0	1	0	2	mmu-let-7f-5p	0.0626	0.3959	1.5337	-0.58	-0.63	0.88	2005, '07, '09, '11
Mycs	ENSMUST00000058404.4	myc-like oncogene, s-myc protein 	5	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	0.0314	0.2140	1.0141	-0.58	-0.58	0.81	2011
Zcchc3	ENSMUST00000099207.4	zinc finger, CCHC domain containing 3 	6	1	0	1	0	1	0	1	0	0	mmu-let-7a-5p	0.0681	0.4142	1.3331	-0.58	-0.58	0.76	2005, '07, '09, '11
Xkr8	ENSMUST00000045550.4	X Kell blood group precursor related family member 8 homolog 	96	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0377	0.2415	0.9420	-0.58	-0.58	0.96	2005, '07, '09, '11
Lalba	ENSMUST00000023726.3	lactalbumin, alpha 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0066	0.0468	0.2660	-0.58	-0.58	0.51	2005, '07, '09, '11
Cpeb2	ENSMUST00000169035.2	cytoplasmic polyadenylation element binding protein 2 	1473	2	0	0	2	1	0	1	0	0	mmu-let-7d-5p	0.0468	0.3152	1.4382	-0.58	-0.58	> 0.99	2005, '07, '11
Grid2ip	ENSMUST00000120825.1	glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1 	5	1	1	0	0	1	0	1	0	0	mmu-let-7b-5p	0.0385	0.2687	1.4355	-0.58	-0.58	0.94	2009, '11
Crct1	ENSMUST00000029521.4	cysteine-rich C-terminal 1 	5	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	0.0304	0.1882	0.6314	-0.58	-0.58	0.65	2007, '09, '11
Slc25a18	ENSMUST00000112682.2	solute carrier family 25 (mitochondrial carrier), member 18 	19	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0161	0.1088	0.4927	-0.58	-0.58	0.80	2005, '07, '09, '11
Hoxa9	ENSMUST00000114425.2	homeobox A9 	245	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	0.0168	0.1199	0.7216	-0.57	-0.65	0.83	2005, '07
Zfp275	ENSMUST00000114499.2	zinc finger protein 275 	848	2	1	1	0	0	0	0	0	0	mmu-let-7i-5p	0.1020	0.5247	1.4047	-0.57	-0.58	0.92	2009, '11
Klhl6	ENSMUST00000058839.8	kelch-like 6 	141	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0407	0.2386	0.6984	-0.56	-0.56	0.91	2007, '09, '11
B3gnt1	ENSMUST00000053705.6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1 	1998	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0343	0.2081	0.6665	-0.56	-0.56	0.74	2007, '09, '11
Mib1	ENSMUST00000052838.5	mindbomb homolog 1 (Drosophila) 	2465	2	0	2	0	0	0	0	0	0	mmu-let-7d-5p	0.0815	0.4782	1.4713	-0.56	-0.60	0.99	2007
Smim3	ENSMUST00000042710.6	small integral membrane protein 3 	254	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0236	0.1513	0.5684	-0.56	-0.56	0.88	2007, '09, '11
Hoxa1	ENSMUST00000120363.1	homeobox A1 	90	2	1	1	0	0	0	0	0	0	mmu-let-7d-5p	0.0383	0.2524	1.0324	-0.56	-0.56	< 0.1	2005
Zfp710	ENSMUST00000166250.2	zinc finger protein 710 	107	2	0	2	0	0	0	0	0	1	mmu-let-7i-5p	0.0982	0.5393	1.6473	-0.56	-0.58	> 0.99	2009, '11
Ikbkap	ENSMUST00000030140.2	inhibitor of kappa light polypeptide enhancer in B cells, kinase complex-associated protein 	4812	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	0.0341	0.2103	0.7214	-0.55	-0.72	0.83	2005, '07, '09, '11
Galnt1	ENSMUST00000000430.8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 	1815	2	1	0	1	0	0	0	0	0	mmu-let-7d-5p	0.0119	0.0846	0.4946	-0.55	-0.55	> 0.99	2005, '07, '09, '11
Adamts15	ENSMUST00000065112.6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15 	17	2	2	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0531	0.3310	1.1943	-0.55	-0.55	> 0.99	2009, '11
Acvr1c	ENSMUST00000028178.8	activin A receptor, type IC 	173	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	0.0545	0.3354	1.1923	-0.55	-0.57	0.98	2005, '07, '09, '11
Cacng4	ENSMUST00000021066.3	calcium channel, voltage-dependent, gamma subunit 4 	8	2	0	1	1	1	0	1	0	0	mmu-let-7d-5p	0.0417	0.2824	1.3255	-0.55	-0.55	0.97	2005, '07
Gale	ENSMUST00000102541.4	galactose-4-epimerase, UDP 	140	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0196	0.1295	0.5473	-0.55	-0.55	0.72	2005, '07, '09, '11
Stx17	ENSMUST00000107720.3	syntaxin 17 	664	1	1	0	0	1	1	0	0	1	mmu-let-7d-5p	0.0547	0.3356	1.1900	-0.55	-0.73	0.89	2005, '07, '09, '11
Tmed5	ENSMUST00000119437.2	transmembrane emp24 protein transport domain containing 5 	963	1	0	1	0	1	1	0	0	1	mmu-let-7f-5p	0.0832	0.4925	1.6093	-0.55	-0.65	0.71	2005, '07, '09, '11
Fndc3a	ENSMUST00000089017.6	fibronectin type III domain containing 3A 	1154	2	0	1	1	0	0	0	0	1	mmu-let-7f-5p	0.0626	0.3873	1.3952	-0.55	-0.58	0.99	2005, '07, '09, '11
Ppapdc1b	ENSMUST00000139836.2	phosphatidic acid phosphatase type 2 domain containing 1B 	492	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0273	0.1723	0.6126	-0.55	-0.55	0.79	2009, '11
Map4k3	ENSMUST00000112389.3	mitogen-activated protein kinase kinase kinase kinase 3 	503	1	1	0	0	0	0	0	0	0	mmu-miR-98-5p	0.1200	0.5296	1.1382	-0.55	-0.57	0.97	2005, '07, '09, '11
E2f5	ENSMUST00000029069.7	E2F transcription factor 5 	448	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	0.0470	0.2683	0.7498	-0.54	-0.54	0.93	2005, '07, '09, '11
Prdm5	ENSMUST00000172638.1	PR domain containing 5 	50	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p	0.0727	0.3745	0.9065	-0.54	-0.54	< 0.1	NULL
Plekhg6	ENSMUST00000042647.6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 	75	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0201	0.1353	0.6216	-0.54	-0.54	0.81	2005, '07, '09, '11
Tgfbr1	ENSMUST00000007757.9	transforming growth factor, beta receptor I 	1724	1	1	0	0	1	0	0	1	1	mmu-let-7d-5p	0.0464	0.3071	1.3528	-0.54	-0.54	0.98	2005, '07, '09, '11
Rgs16	ENSMUST00000027748.7	regulator of G-protein signaling 16 	49	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	0.0315	0.2075	0.8762	-0.54	-0.54	0.91	2005, '07, '09, '11
Igf2bp2	ENSMUST00000100052.5	insulin-like growth factor 2 mRNA binding protein 2 	40	2	1	0	1	1	0	0	1	0	mmu-let-7d-5p	0.0280	0.1788	0.6977	-0.53	-0.85	> 0.99	2007, '09, '11
Lrig3	ENSMUST00000074807.6	leucine-rich repeats and immunoglobulin-like domains 3 	164	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0203	0.1331	0.5368	-0.53	-0.53	0.94	2005, '07, '09, '11
Pxdn	ENSMUST00000122328.2	peroxidasin homolog (Drosophila) 	2118	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p	0.0402	0.2734	1.3459	-0.53	-0.53	> 0.99	2007, '11
Edn1	ENSMUST00000021796.7	endothelin 1 	982	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0203	0.1326	0.5304	-0.53	-0.53	0.92	2009, '11
Ctf2	ENSMUST00000076091.2	cardiotrophin 2 	5	1	0	1	0	1	0	1	0	0	mmu-let-7b-5p	0.0318	0.2132	0.9357	-0.53	-0.53	0.90	NULL
Slc10a6	ENSMUST00000031263.1	solute carrier family 10 (sodium/bile acid cotransporter family), member 6 	146	1	1	0	0	0	0	0	0	0	mmu-let-7b-5p	0.0983	0.4469	0.8648	-0.53	-0.53	0.80	2009, '11
Nme4	ENSMUST00000025007.5	NME/NM23 nucleoside diphosphate kinase 4 	155	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	0.0320	0.1963	0.6434	-0.53	-0.53	0.89	2005, '07, '09, '11
Hif3a	ENSMUST00000108492.3	hypoxia inducible factor 3, alpha subunit 	15	2	1	0	1	0	0	0	0	0	mmu-let-7b-5p	0.0726	0.4482	1.7211	-0.53	-0.53	> 0.99	2007, '09, '11
Cdv3	ENSMUST00000116517.3	carnitine deficiency-associated gene expressed in ventricle 3 	133	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0239	0.1609	0.7635	-0.53	-0.53	0.98	2007, '09, '11
Lpgat1	ENSMUST00000110855.2	lysophosphatidylglycerol acyltransferase 1 	2359	2	0	1	1	1	0	0	1	1	mmu-let-7d-5p	0.0434	0.2910	1.3382	-0.52	-0.62	> 0.99	2005, '07, '09, '11
Smug1	ENSMUST00000064067.8	single-strand selective monofunctional uracil DNA glycosylase 	221	1	1	0	0	1	0	1	0	1	mmu-let-7f-5p	0.0610	0.3747	1.3762	-0.52	-0.53	< 0.1	2007, '09, '11
