Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Syt1	ENSMUST00000105276.2	synaptotagmin I 	88	2	0	2	0	0	0	0	0	0	mmu-miR-133c	0.0172	0.1185	0.5981	-0.60	-0.60	0.91	2009, '11
Lasp1	ENSMUST00000043843.6	LIM and SH3 protein 1 	3589	1	0	1	0	1	0	1	0	0	mmu-miR-133a-3p.2	0.0085	0.0613	0.3777	-0.60	-0.60	0.72	2009, '11
Timm17a	ENSMUST00000081104.4	translocase of inner mitochondrial membrane 17a 	10539	1	1	0	0	1	0	1	0	0	mmu-miR-133a-3p.2	0.0088	0.0608	0.3062	-0.60	-0.96	0.93	2009, '11
P2rx4	ENSMUST00000031429.8	purinergic receptor P2X, ligand-gated ion channel 4 	605	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0097	0.0681	0.3721	-0.60	-0.63	0.64	2009, '11
Hsd17b11	ENSMUST00000031251.10	hydroxysteroid (17-beta) dehydrogenase 11 	5290	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0154	0.1034	0.4629	-0.59	-0.61	< 0.1	2009, '11
Pax7	ENSMUST00000030508.8	paired box 7 	9	2	0	1	1	1	0	0	1	2	mmu-miR-133c	0.0238	0.1680	0.9557	-0.58	-0.58	0.82	2009, '11
Acat2	ENSMUST00000007005.8	acetyl-Coenzyme A acetyltransferase 2 	580	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0105	0.0746	0.4303	-0.58	-0.58	0.73	2009, '11
Lrrc30	ENSMUST00000097290.2	leucine rich repeat containing 30 	407	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0062	0.0446	0.2839	-0.57	-0.59	< 0.1	2009, '11
Simc1	ENSMUST00000121401.2	SUMO-interacting motifs containing 1 	34	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0103	0.0715	0.3703	-0.57	-0.57	0.49	2009, '11
Slc23a1	ENSMUST00000025212.5	solute carrier family 23 (nucleobase transporters), member 1 	435	1	0	0	1	1	0	1	0	0	mmu-miR-133a-3p.2	0.0089	0.0644	0.4102	-0.56	-0.61	0.61	2009, '11
Gabarapl1	ENSMUST00000032264.6	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1 	6313	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0059	0.0421	0.2508	-0.56	-0.58	0.76	2009, '11
Elfn1	ENSMUST00000050519.6	leucine rich repeat and fibronectin type III, extracellular 1 	11	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0106	0.0750	0.4205	-0.56	-0.56	0.91	2009, '11
Leng1	ENSMUST00000019878.7	leukocyte receptor cluster (LRC) member 1 	199	1	1	0	0	1	0	1	0	0	mmu-miR-133a-3p.2	0.0125	0.0875	0.4739	-0.56	-0.59	< 0.1	2011
Zfp131	ENSMUST00000177916.2	zinc finger protein 131 	5	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0088	0.0619	0.3478	-0.56	-0.56	0.82	2009, '11
1110037F02Rik	ENSMUST00000059914.7	RIKEN cDNA 1110037F02 gene 	2574	1	0	1	0	0	0	0	0	1	mmu-miR-133c	0.0276	0.1773	0.6898	-0.55	-0.60	0.82	2009, '11
Celf1	ENSMUST00000068726.7	CUGBP, Elav-like family member 1 	4386	2	0	1	1	1	1	0	0	0	mmu-miR-133a-3p.2	0.0202	0.1438	0.8339	-0.55	-0.56	0.93	NULL
Bicc1	ENSMUST00000143791.2	bicaudal C homolog 1 (Drosophila) 	796	1	1	0	0	1	1	0	0	0	mmu-miR-133a-3p.2	0.0130	0.0939	0.5934	-0.55	-0.55	0.91	2009, '11
Actn4	ENSMUST00000068045.8	actinin alpha 4 	1017	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0141	0.0962	0.4625	-0.55	-0.55	0.85	2009, '11
Rffl	ENSMUST00000074515.5	ring finger and FYVE like domain containing protein 	625	1	1	0	0	1	0	1	0	0	mmu-miR-133c	0.0113	0.0795	0.4534	-0.55	-0.67	0.50	2009, '11
Ppp2cb	ENSMUST00000009774.9	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform 	2724	1	1	0	0	0	0	0	0	0	mmu-miR-133b-3p	0.0071	0.0498	0.2740	-0.54	-0.64	0.95	2009, '11
Maml1	ENSMUST00000059458.4	mastermind like 1 (Drosophila) 	74	2	1	0	1	0	0	0	0	0	mmu-miR-133c	0.0114	0.0815	0.4871	-0.54	-0.57	0.97	2009, '11
Vps54	ENSMUST00000006221.8	vacuolar protein sorting 54 (yeast) 	633	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0075	0.0537	0.3234	-0.54	-0.57	0.89	2009, '11
Rbmx	ENSMUST00000098470.3	RNA binding motif protein, X chromosome 	830	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0093	0.0656	0.3631	-0.54	-0.54	0.92	2009, '11
Dolpp1	ENSMUST00000028209.9	dolichyl pyrophosphate phosphatase 1 	745	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0061	0.0432	0.2522	-0.54	-0.54	0.91	2009, '11
Pfn2	ENSMUST00000066882.8	profilin 2 	5124	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0106	0.0738	0.3850	-0.53	-0.53	0.81	2009, '11
Lancl2	ENSMUST00000050077.9	LanC (bacterial lantibiotic synthetase component C)-like 2 	437	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0107	0.0767	0.4617	-0.53	-0.53	0.61	2009, '11
Qpctl	ENSMUST00000032566.1	glutaminyl-peptide cyclotransferase-like 	145	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0108	0.0759	0.4192	-0.52	-0.59	0.14	2009, '11
Myo9b	ENSMUST00000168839.2	myosin IXb 	591	1	1	0	0	1	0	1	0	1	mmu-miR-133c	0.0113	0.0806	0.4688	-0.52	-0.54	< 0.1	2009, '11
N28178	ENSMUST00000107975.2	expressed sequence N28178 	23	1	1	0	0	1	0	1	0	3	mmu-miR-133c	0.0135	0.0963	0.5847	-0.52	-0.57	0.77	2009, '11
Sf3b4	ENSMUST00000076372.4	splicing factor 3b, subunit 4 	891	1	0	1	0	0	0	0	0	1	mmu-miR-133c	0.0059	0.0417	0.2446	-0.52	-0.55	0.86	2009, '11
Nkx2-2	ENSMUST00000067075.6	NK2 homeobox 2 	8	1	1	0	0	1	0	1	0	0	mmu-miR-133c	0.0084	0.0602	0.3768	-0.52	-0.52	0.16	2009, '11
Fgf1	ENSMUST00000117566.2	fibroblast growth factor 1 	617	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0117	0.0813	0.4231	-0.52	-0.53	0.78	2009, '11
Ldlrap1	ENSMUST00000037828.6	low density lipoprotein receptor adaptor protein 1 	567	3	0	0	3	1	0	0	1	1	mmu-miR-133a-3p.2	0.0118	0.0860	0.5656	-0.51	-0.55	> 0.99	2009, '11
Sgtb	ENSMUST00000044385.8	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta 	80	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0082	0.0579	0.3254	-0.51	-0.61	0.58	NULL
Rims1	ENSMUST00000115273.3	regulating synaptic membrane exocytosis 1 	27	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0124	0.0878	0.5005	-0.51	-0.51	0.89	NULL
Sobp	ENSMUST00000040275.8	sine oculis-binding protein homolog (Drosophila) 	180	2	0	1	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0145	0.1026	0.5820	-0.51	-0.52	0.96	2009, '11
Ppp2r2d	ENSMUST00000041097.7	protein phosphatase 2, regulatory subunit B, delta 	4535	1	0	0	1	1	0	1	0	0	mmu-miR-133a-3p.2	0.0060	0.0427	0.2616	-0.50	-0.56	0.81	2009, '11
Kcna6	ENSMUST00000185333.1	potassium voltage-gated channel, shaker-related, subfamily, member 6 	14	1	1	0	0	1	0	1	0	1	mmu-miR-133a-3p.2	0.0146	0.1031	0.5895	-0.50	-0.50	0.13	2009, '11
Sh3gl2	ENSMUST00000030212.9	SH3-domain GRB2-like 2 	63	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0087	0.0606	0.3228	-0.50	-0.50	0.32	2009, '11
Zc3hav1	ENSMUST00000114900.2	zinc finger CCCH type, antiviral 1 	128	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0121	0.0832	0.4012	-0.50	-0.50	< 0.1	NULL
Syt2	ENSMUST00000121990.1	synaptotagmin II 	5	2	1	1	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0144	0.1028	0.6200	-0.50	-0.50	0.91	2009, '11
Plekha3	ENSMUST00000111920.1	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3 	704	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0091	0.0644	0.3679	-0.50	-0.53	0.74	2009, '11
Ankrd44	ENSMUST00000179030.2	ankyrin repeat domain 44 	212	1	1	0	0	1	0	0	1	0	mmu-miR-133c	0.0145	0.1016	0.5582	-0.49	-0.49	0.88	2009, '11
Kndc1	ENSMUST00000053445.10	kinase non-catalytic C-lobe domain (KIND) containing 1 	42	1	1	0	0	2	0	1	1	0	mmu-miR-133c	0.0153	0.1090	0.6422	-0.49	-0.49	0.36	2009, '11
Glra2	ENSMUST00000058787.8	glycine receptor, alpha 2 subunit 	8	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0136	0.0922	0.4287	-0.49	-0.49	0.95	2009, '11
Bnip3l	ENSMUST00000111115.2	BCL2/adenovirus E1B interacting protein 3-like 	2649	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0144	0.0984	0.4684	-0.49	-0.49	0.36	2009, '11
Pth1r	ENSMUST00000166716.2	parathyroid hormone 1 receptor 	174	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0056	0.0407	0.2621	-0.49	-0.49	0.87	2009, '11
Emp2	ENSMUST00000078357.4	epithelial membrane protein 2 	3979	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0083	0.0578	0.3017	-0.49	-0.59	0.92	2009, '11
Hrsp12	ENSMUST00000022946.5	heat-responsive protein 12 	393	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0058	0.0406	0.2256	-0.48	-0.79	0.87	2011
Elavl1	ENSMUST00000098950.4	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R) 	4033	1	1	0	0	2	1	0	1	2	mmu-miR-133c	0.0085	0.0607	0.3737	-0.48	-0.67	0.93	2009, '11
Rarb	ENSMUST00000063750.6	retinoic acid receptor, beta 	34	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0079	0.0554	0.3023	-0.48	-0.48	0.77	2009, '11
Hs2st1	ENSMUST00000043325.7	heparan sulfate 2-O-sulfotransferase 1 	972	1	1	0	0	1	0	0	1	2	mmu-miR-133a-3p.2	0.0063	0.0449	0.2602	-0.48	-0.57	0.94	2009, '11
Slc39a1	ENSMUST00000015467.8	solute carrier family 39 (zinc transporter), member 1 	17	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0085	0.0599	0.3199	-0.48	-0.48	0.22	2009, '11
Exd2	ENSMUST00000038185.8	exonuclease 3'-5' domain containing 2 	718	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0045	0.0328	0.2238	-0.48	-0.57	0.75	2009, '11
Ptpro	ENSMUST00000077115.7	protein tyrosine phosphatase, receptor type, O 	48	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0183	0.1211	0.5097	-0.48	-0.48	0.90	2009, '11
Nags	ENSMUST00000055409.5	N-acetylglutamate synthase 	1025	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0038	0.0277	0.1750	-0.48	-0.48	0.63	NULL
Sv2a	ENSMUST00000035371.8	synaptic vesicle glycoprotein 2 a 	46	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0098	0.0701	0.4195	-0.48	-0.48	0.65	2009, '11
Slc52a2	ENSMUST00000023220.8	solute carrier protein 52, member 2 	476	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0069	0.0492	0.2859	-0.47	-0.47	0.29	2009, '11
Ptprz1	ENSMUST00000090568.3	protein tyrosine phosphatase, receptor type Z, polypeptide 1 	33	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0139	0.0964	0.4958	-0.47	-0.47	0.90	2009, '11
Ptbp2	ENSMUST00000029780.7	polypyrimidine tract binding protein 2 	508	1	1	0	0	0	0	0	0	2	mmu-miR-133c	0.0135	0.0949	0.5134	-0.47	-0.50	0.95	2009, '11
Zfp280c	ENSMUST00000114940.3	zinc finger protein 280C 	635	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0114	0.0790	0.3966	-0.47	-0.47	0.62	2009, '11
Alg6	ENSMUST00000097961.3	asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase) 	436	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0090	0.0632	0.3327	-0.47	-0.47	0.40	2009, '11
Cnn2	ENSMUST00000004784.5	calponin 2 	711	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0051	0.0364	0.2104	-0.47	-0.66	0.62	2009, '11
Tbpl1	ENSMUST00000127698.2	TATA box binding protein-like 1 	230	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0030	0.0220	0.1471	-0.47	-0.47	0.89	2009, '11
Bcorl1	ENSMUST00000136348.2	BCL6 co-repressor-like 1 	306	1	0	1	0	1	0	0	1	1	mmu-miR-133c	0.0046	0.0334	0.2240	-0.47	-0.50	0.94	2009, '11
Ndrg1	ENSMUST00000005256.7	N-myc downstream regulated gene 1 	10621	1	1	0	0	1	0	1	0	1	mmu-miR-133a-3p.2	0.0057	0.0409	0.2610	-0.47	-0.49	0.90	2009, '11
Fam46a	ENSMUST00000034802.9	family with sequence similarity 46, member A 	261	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0154	0.1063	0.5523	-0.46	-0.46	0.91	2011
Celf6	ENSMUST00000118549.2	CUGBP, Elav-like family member 6 	5	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0063	0.0454	0.2740	-0.46	-0.46	0.92	2009, '11
Sec61a1	ENSMUST00000032168.5	Sec61 alpha 1 subunit (S. cerevisiae) 	3157	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0134	0.0915	0.4343	-0.46	-0.47	0.53	2009, '11
Ube2q1	ENSMUST00000038356.8	ubiquitin-conjugating enzyme E2Q (putative) 1 	2605	1	0	1	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0042	0.0309	0.2082	-0.46	-0.46	0.87	2009, '11
Appl2	ENSMUST00000020500.8	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 	57	1	0	1	0	1	0	1	0	0	mmu-miR-133c	0.0081	0.0577	0.3393	-0.46	-0.47	0.17	2009, '11
Jazf1	ENSMUST00000074541.5	JAZF zinc finger 1 	199	1	0	1	0	1	0	0	1	0	mmu-miR-133c	0.0075	0.0543	0.3522	-0.46	-0.49	0.80	2009, '11
Vat1	ENSMUST00000040430.7	vesicle amine transport protein 1 homolog (T californica) 	1543	1	1	0	0	1	0	1	0	0	mmu-miR-133c	0.0086	0.0609	0.3512	-0.46	-0.46	0.60	2009, '11
Ankrd28	ENSMUST00000014640.7	ankyrin repeat domain 28 	256	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0241	0.1545	0.5867	-0.46	-0.47	0.94	2009, '11
Tmem167	ENSMUST00000161568.2	transmembrane protein 167 	3072	1	0	1	0	2	0	0	2	2	mmu-miR-133a-3p.2	0.0044	0.0315	0.1928	-0.46	-0.71	0.88	2009, '11
Fgfr1	ENSMUST00000179592.2	fibroblast growth factor receptor 1 	693	2	0	1	1	0	0	0	0	1	mmu-miR-133c	0.0056	0.0411	0.2738	-0.46	-0.46	0.98	2009, '11
Zc3h7a	ENSMUST00000037633.9	zinc finger CCCH type containing 7 A 	1157	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0080	0.0576	0.3651	-0.45	-0.46	0.75	2009, '11
Ccdc169	ENSMUST00000052904.5	coiled-coil domain containing 169 	7	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0045	0.0329	0.2148	-0.45	-0.45	0.42	2009, '11
Snx30	ENSMUST00000030080.6	sorting nexin family member 30 	277	1	0	1	0	1	0	0	1	1	mmu-miR-133c	0.0168	0.1204	0.7335	-0.45	-0.56	0.89	2009, '11
Ptbp3	ENSMUST00000030076.6	polypyrimidine tract binding protein 3 	2804	2	1	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0108	0.0773	0.4625	-0.45	-0.48	0.98	2011
Cers2	ENSMUST00000015858.6	ceramide synthase 2 	3937	1	0	1	0	1	0	0	1	0	mmu-miR-133a-3p.2	0.0033	0.0239	0.1633	-0.45	-0.46	0.58	2009, '11
Sp3	ENSMUST00000102689.4	trans-acting transcription factor 3 	833	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0075	0.0539	0.3272	-0.45	-0.46	0.91	2009, '11
Eif4a1	ENSMUST00000163666.2	eukaryotic translation initiation factor 4A1 	28	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0073	0.0520	0.3142	-0.45	-0.69	0.83	2009, '11
Fam160b1	ENSMUST00000036407.4	family with sequence similarity 160, member B1 	392	1	1	0	0	1	0	0	1	0	mmu-miR-133c	0.0153	0.1053	0.5293	-0.45	-0.46	0.85	2009, '11
Pan3	ENSMUST00000176600.2	PAN3 polyA specific ribonuclease subunit homolog (S. cerevisiae) 	452	1	0	1	0	1	0	1	0	0	mmu-miR-133a-3p.2	0.0107	0.0770	0.4845	-0.45	-0.46	0.78	2009, '11
Scn2b	ENSMUST00000170998.2	sodium channel, voltage-gated, type II, beta 	51	1	0	1	0	1	0	1	0	1	mmu-miR-133a-3p.2	0.0114	0.0822	0.5229	-0.44	-0.44	0.42	2009, '11
Fgf12	ENSMUST00000100024.1	fibroblast growth factor 12 	18	1	1	0	0	2	0	1	1	0	mmu-miR-133c	0.0115	0.0823	0.5030	-0.44	-0.75	0.60	2009, '11
Atp6ap2	ENSMUST00000033313.2	ATPase, H+ transporting, lysosomal accessory protein 2 	1873	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0073	0.0517	0.2949	-0.43	-0.44	0.48	2009, '11
Rce1	ENSMUST00000025823.3	RCE1 homolog, prenyl protein peptidase (S. cerevisiae) 	1855	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0019	0.0137	0.0940	-0.43	-0.43	0.83	2009, '11
Arrb1	ENSMUST00000098266.3	arrestin, beta 1 	3433	1	1	0	0	1	0	0	1	0	mmu-miR-133c	0.0207	0.1384	0.6257	-0.43	-0.44	0.85	2009, '11
Kctd2	ENSMUST00000106533.2	potassium channel tetramerisation domain containing 2 	83	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0069	0.0493	0.2908	-0.43	-0.43	0.25	2009, '11
Dcbld1	ENSMUST00000105476.2	discoidin, CUB  and LCCL domain containing 1 	316	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0084	0.0583	0.2919	-0.43	-0.61	0.59	2009, '11
Nup160	ENSMUST00000057481.6	nucleoporin 160 	762	1	1	0	0	0	0	0	0	1	mmu-miR-133c	0.0120	0.0846	0.4776	-0.43	-0.65	0.89	2009, '11
