Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
BC048546	ENSMUST00000060574.7	cDNA sequence BC048546 	21	1	1	0	0	0	mmu-miR-1a-1-5p				-0.49	-0.54	< 0.1
Slc25a40	ENSMUST00000066921.4	solute carrier family 25, member 40 	77	2	1	0	1	0	mmu-miR-1a-1-5p				-0.48	-0.50	< 0.1
Tceal7	ENSMUST00000113116.2	transcription elongation factor A (SII)-like 7 	57	1	1	0	0	0	mmu-miR-1a-1-5p				-0.48	-0.48	< 0.1
Ssr3	ENSMUST00000029414.6	signal sequence receptor, gamma 	5666	2	1	0	1	1	mmu-miR-1a-1-5p				-0.47	-0.51	< 0.1
Olig3	ENSMUST00000053225.5	oligodendrocyte transcription factor 3 	9	1	1	0	0	0	mmu-miR-1a-1-5p				-0.47	-0.47	< 0.1
Prr16	ENSMUST00000116639.2	proline rich 16 	320	3	1	1	1	1	mmu-miR-1a-1-5p				-0.47	-0.74	< 0.1
Clec2h	ENSMUST00000032518.4	C-type lectin domain family 2, member h 	848	1	1	0	0	0	mmu-miR-1a-2-5p				-0.47	-0.47	< 0.1
Olfr742	ENSMUST00000089836.2	olfactory receptor 742 	5	1	0	1	0	0	mmu-miR-1a-1-5p				-0.47	-0.47	< 0.1
S100b	ENSMUST00000036387.7	S100 protein, beta polypeptide, neural 	27	1	1	0	0	0	mmu-miR-1a-2-5p				-0.45	-0.45	< 0.1
Snx6	ENSMUST00000005798.8	sorting nexin 6 	4369	1	1	0	0	1	mmu-miR-1a-1-5p				-0.45	-0.46	< 0.1
Gabarapl2	ENSMUST00000034428.7	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2 	182	1	1	0	0	0	mmu-miR-1a-1-5p				-0.44	-0.46	< 0.1
Cutc	ENSMUST00000112047.4	cutC copper transporter homolog (E.coli) 	213	3	1	1	1	0	mmu-miR-1a-2-5p				-0.44	-0.51	< 0.1
Prss41	ENSMUST00000151797.1	protease, serine 41 	59	1	1	0	0	0	mmu-miR-1a-2-5p				-0.43	-0.43	< 0.1
Pitpnc1	ENSMUST00000103064.4	phosphatidylinositol transfer protein, cytoplasmic 1 	744	3	2	0	1	0	mmu-miR-1a-2-5p				-0.43	-0.87	< 0.1
Gnpda2	ENSMUST00000031117.7	glucosamine-6-phosphate deaminase 2 	294	2	0	2	0	0	mmu-miR-1a-2-5p				-0.43	-0.45	< 0.1
4933415F23Rik	ENSMUST00000073179.5	RIKEN cDNA 4933415F23 gene 	5	1	1	0	0	0	mmu-miR-1a-2-5p				-0.43	-0.43	< 0.1
Trpc3	ENSMUST00000029271.4	transient receptor potential cation channel, subfamily C, member 3 	5	1	1	0	0	0	mmu-miR-1a-1-5p				-0.42	-0.42	< 0.1
Abce1	ENSMUST00000080536.6	ATP-binding cassette, sub-family E (OABP), member 1 	6720	1	1	0	0	0	mmu-miR-1a-1-5p				-0.42	-0.42	< 0.1
Cd200r1	ENSMUST00000057488.9	CD200 receptor 1 	73	1	1	0	0	0	mmu-miR-1a-1-5p				-0.42	-0.42	< 0.1
Ms4a13	ENSMUST00000073380.7	membrane-spanning 4-domains, subfamily A, member 13 	5	1	1	0	0	0	mmu-miR-1a-1-5p				-0.42	-0.42	< 0.1
Esp31	ENSMUST00000174742.1	exocrine gland secreted peptide 31 	5	2	0	2	0	0	mmu-miR-1a-2-5p				-0.41	-0.41	< 0.1
Cetn1	ENSMUST00000062769.6	centrin 1 	5	1	1	0	0	0	mmu-miR-1a-1-5p				-0.41	-0.41	< 0.1
Tmem170b	ENSMUST00000129449.1	transmembrane protein 170B 	158	2	2	0	0	1	mmu-miR-1a-2-5p				-0.41	-0.48	< 0.1
A730071L15Rik	ENSMUST00000181545.1	RIKEN cDNA A730071L15Rik gene 	5	1	1	0	0	0	mmu-miR-1a-1-5p				-0.41	-0.41	< 0.1
Gm4861	ENSMUST00000068546.5	predicted gene 4861 	19	1	1	0	0	0	mmu-miR-1a-1-5p				-0.40	-0.58	< 0.1
Hspa9	ENSMUST00000025217.8	heat shock protein 9 	35335	1	1	0	0	0	mmu-miR-1a-1-5p				-0.40	-0.40	< 0.1
Ndufs5	ENSMUST00000106207.2	NADH dehydrogenase (ubiquinone) Fe-S protein 5 	44	1	0	1	0	0	mmu-miR-1a-1-5p				-0.40	-0.40	< 0.1
Gm13157	ENSMUST00000105734.4	predicted gene 13157 	5	3	0	1	2	0	mmu-miR-1a-1-5p				-0.40	-0.40	< 0.1
Ythdc1	ENSMUST00000120498.2	YTH domain containing 1 	87	2	1	1	0	0	mmu-miR-1a-1-5p				-0.40	-0.59	< 0.1
Fam58b	ENSMUST00000059468.5	family with sequence similarity 58, member B 	91	2	2	0	0	0	mmu-miR-1a-1-5p				-0.39	-0.58	< 0.1
Gm17334	ENSMUST00000170390.1	predicted gene, 17334 	6	1	0	1	0	0	mmu-miR-1a-1-5p				-0.39	-0.39	< 0.1
Tgif1	ENSMUST00000186358.1	TGFB-induced factor homeobox 1 	815	1	1	0	0	0	mmu-miR-1a-1-5p				-0.39	-0.39	< 0.1
Fnta	ENSMUST00000016138.9	farnesyltransferase, CAAX box, alpha 	2768	1	1	0	0	0	mmu-miR-1a-2-5p				-0.39	-0.39	< 0.1
Kcnh5	ENSMUST00000042299.2	potassium voltage-gated channel, subfamily H (eag-related), member 5 	6	4	1	2	1	0	mmu-miR-1a-1-5p				-0.39	-0.48	< 0.1
H2-T3	ENSMUST00000025312.7	histocompatibility 2, T region locus 3 	5	1	1	0	0	0	mmu-miR-1a-1-5p				-0.38	-0.38	< 0.1
Mettl8	ENSMUST00000121586.2	methyltransferase like 8 	16	1	1	0	0	1	mmu-miR-1a-2-5p				-0.37	-0.39	< 0.1
Gm13083	ENSMUST00000105773.1	predicted gene 13083 	5	2	1	0	1	1	mmu-miR-1a-2-5p				-0.37	-0.37	< 0.1
2610507B11Rik	ENSMUST00000010421.6	RIKEN cDNA 2610507B11 gene 	1438	1	1	0	0	0	mmu-miR-1a-1-5p				-0.37	-0.37	< 0.1
Vmn1r4	ENSMUST00000176838.1	vomeronasal 1 receptor 4 	5	1	0	1	0	0	mmu-miR-1a-1-5p				-0.37	-0.37	< 0.1
Zfp182	ENSMUST00000115333.3	zinc finger protein 182 	206	2	1	1	0	0	mmu-miR-1a-1-5p				-0.37	-0.38	< 0.1
Kbtbd4	ENSMUST00000111464.2	kelch repeat and BTB (POZ) domain containing 4 	1305	1	1	0	0	0	mmu-miR-1a-2-5p				-0.37	-0.37	< 0.1
B230307C23Rik	ENSMUST00000122450.2	RIKEN cDNA B230307C23 gene 	98	3	0	2	1	0	mmu-miR-1a-1-5p				-0.37	-0.38	< 0.1
Trpc6	ENSMUST00000050433.6	transient receptor potential cation channel, subfamily C, member 6 	60	1	0	1	0	0	mmu-miR-1a-1-5p				-0.37	-0.37	< 0.1
Gm9938	ENSMUST00000067077.1	predicted gene 9938 	1271	2	1	1	0	0	mmu-miR-1a-1-5p				-0.36	-0.37	< 0.1
4930502E18Rik	ENSMUST00000069209.1	RIKEN cDNA 4930502E18 gene 	19	1	1	0	0	0	mmu-miR-1a-1-5p				-0.36	-0.36	< 0.1
Gm13212	ENSMUST00000119718.2	predicted gene 13212 	5	3	0	1	2	0	mmu-miR-1a-1-5p				-0.36	-0.36	< 0.1
Psma2	ENSMUST00000170836.2	proteasome (prosome, macropain) subunit, alpha type 2 	1708	2	1	1	0	0	mmu-miR-1a-2-5p				-0.36	-0.45	< 0.1
Crebzf	ENSMUST00000107206.1	CREB/ATF bZIP transcription factor 	775	3	0	2	1	0	mmu-miR-1a-2-5p				-0.36	-0.41	< 0.1
Zfp616	ENSMUST00000074813.6	zinc finger protein 616 	5	1	0	0	1	2	mmu-miR-1a-1-5p				-0.35	-0.35	< 0.1
Zbtb24	ENSMUST00000080771.8	zinc finger and BTB domain containing 24 	198	1	1	0	0	1	mmu-miR-1a-2-5p				-0.35	-0.46	< 0.1
Nr1h5	ENSMUST00000058899.8	nuclear receptor subfamily 1, group H, member 5 	209	2	0	1	1	0	mmu-miR-1a-1-5p				-0.35	-0.36	< 0.1
Rad51	ENSMUST00000028795.4	RAD51 homolog 	2474	1	1	0	0	0	mmu-miR-1a-1-5p				-0.35	-0.35	< 0.1
Rab9b	ENSMUST00000058814.6	RAB9B, member RAS oncogene family 	7	2	0	1	1	1	mmu-miR-1a-1-5p				-0.35	-0.35	< 0.1
Cpz	ENSMUST00000038676.5	carboxypeptidase Z 	17	1	0	1	0	0	mmu-miR-1a-1-5p				-0.34	-0.34	< 0.1
Fam110c	ENSMUST00000041133.8	family with sequence similarity 110, member C 	221	3	1	2	0	0	mmu-miR-1a-2-5p				-0.34	-0.45	< 0.1
Rdh19	ENSMUST00000077530.2	retinol dehydrogenase 19 	5	1	1	0	0	0	mmu-miR-1a-1-5p				-0.34	-0.34	< 0.1
Crygb	ENSMUST00000027090.8	crystallin, gamma B 	5	1	0	1	0	0	mmu-miR-1a-1-5p				-0.34	-0.34	< 0.1
Cldn20	ENSMUST00000168560.1	claudin 20 	6	1	0	1	0	0	mmu-miR-1a-1-5p				-0.34	-0.34	< 0.1
Mtmr2	ENSMUST00000034396.8	myotubularin related protein 2 	69	2	1	0	1	1	mmu-miR-1a-2-5p				-0.34	-0.38	< 0.1
Rnf170	ENSMUST00000014022.9	ring finger protein 170 	12	1	1	0	0	0	mmu-miR-1a-1-5p				-0.34	-0.34	< 0.1
RP24-392D11.2	ENSMUST00000186264.1		5	1	1	0	0	1	mmu-miR-1a-1-5p				-0.34	-0.34	< 0.1
March7	ENSMUST00000102748.5	membrane-associated ring finger (C3HC4) 7 	4024	3	0	2	1	1	mmu-miR-1a-2-5p				-0.34	-0.40	< 0.1
Kdelc1	ENSMUST00000065767.3	KDEL (Lys-Asp-Glu-Leu) containing 1 	811	1	0	1	0	1	mmu-miR-1a-1-5p				-0.34	-0.36	< 0.1
Slc5a7	ENSMUST00000095712.3	solute carrier family 5 (choline transporter), member 7 	17	3	0	2	1	0	mmu-miR-1a-1-5p				-0.34	-0.34	< 0.1
Kcne3	ENSMUST00000178946.2	potassium voltage-gated channel, Isk-related subfamily, gene 3 	35	1	0	1	0	0	mmu-miR-1a-1-5p				-0.33	-0.33	< 0.1
Gls	ENSMUST00000114510.2	glutaminase 	604	2	1	1	0	3	mmu-miR-1a-1-5p				-0.33	-0.77	< 0.1
Ccr4	ENSMUST00000054414.3	chemokine (C-C motif) receptor 4 	10	1	1	0	0	0	mmu-miR-1a-1-5p				-0.33	-0.33	< 0.1
D730048I06Rik	ENSMUST00000034619.1	RIKEN cDNA D730048I06 gene 	5	2	0	2	0	0	mmu-miR-1a-1-5p				-0.33	-0.33	< 0.1
Zic5	ENSMUST00000039118.6	zinc finger protein of the cerebellum 5 	259	2	1	0	1	0	mmu-miR-1a-1-5p				-0.33	-0.35	< 0.1
Numb	ENSMUST00000117217.2	numb gene homolog (Drosophila) 	1818	1	1	0	0	0	mmu-miR-1a-1-5p				-0.33	-0.33	< 0.1
Rassf7	ENSMUST00000046890.6	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 	374	2	0	1	1	0	mmu-miR-1a-1-5p				-0.33	-0.34	< 0.1
Nek2	ENSMUST00000027931.7	NIMA (never in mitosis gene a)-related expressed kinase 2 	2654	1	1	0	0	0	mmu-miR-1a-1-5p				-0.33	-0.33	< 0.1
AW549877	ENSMUST00000046633.8	expressed sequence AW549877 	790	4	1	2	1	1	mmu-miR-1a-1-5p				-0.33	-0.57	< 0.1
Tceanc	ENSMUST00000112188.2	transcription elongation factor A (SII) N-terminal and central domain containing 	21	1	1	0	0	0	mmu-miR-1a-1-5p				-0.33	-0.33	< 0.1
Nfatc3	ENSMUST00000109308.1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 	217	3	2	1	0	0	mmu-miR-1a-1-5p				-0.33	-0.43	< 0.1
Maneal	ENSMUST00000064444.7	mannosidase, endo-alpha-like 	10	1	1	0	0	0	mmu-miR-1a-1-5p				-0.33	-0.33	< 0.1
Sh3bgrl	ENSMUST00000033598.8	SH3-binding domain glutamic acid-rich protein like 	11130	1	1	0	0	0	mmu-miR-1a-1-5p				-0.33	-0.33	< 0.1
Gm12353	ENSMUST00000108250.2	predicted gene 12353 	12	1	1	0	0	2	mmu-miR-1a-2-5p				-0.33	-0.53	< 0.1
Tmem194b	ENSMUST00000165859.2	transmembrane protein 194B 	239	1	1	0	0	0	mmu-miR-1a-1-5p				-0.33	-0.34	< 0.1
Yod1	ENSMUST00000049813.5	YOD1 OTU deubiquitinating enzyme 1 homologue (S. cerevisiae) 	447	3	0	2	1	0	mmu-miR-1a-2-5p				-0.33	-0.33	< 0.1
Tmed5	ENSMUST00000119437.2	transmembrane emp24 protein transport domain containing 5 	963	2*	1	0	0	0	mmu-miR-1a-1-5p				-0.33	-0.33	< 0.1
Zfp248	ENSMUST00000069292.8	zinc finger protein 248 	95	2	1	1	0	1	mmu-miR-1a-2-5p				-0.33	-0.43	< 0.1
Vmn2r57	ENSMUST00000165029.1	vomeronasal 2, receptor 57 	36	1	1	0	0	0	mmu-miR-1a-2-5p				-0.33	-0.33	< 0.1
Cdkl1	ENSMUST00000021377.4	cyclin-dependent kinase-like 1 (CDC2-related kinase) 	345	3	1	2	0	0	mmu-miR-1a-1-5p				-0.32	-0.53	< 0.1
Mat2b	ENSMUST00000040167.5	methionine adenosyltransferase II, beta 	290	1	0	1	0	1	mmu-miR-1a-1-5p				-0.32	-0.38	< 0.1
Pdgfrl	ENSMUST00000034004.9	platelet-derived growth factor receptor-like 	10	1	0	1	0	0	mmu-miR-1a-1-5p				-0.32	-0.32	< 0.1
Zmym5	ENSMUST00000039812.10	zinc finger, MYM-type 5 	506	2	1	1	0	1	mmu-miR-1a-2-5p				-0.32	-0.45	< 0.1
Olfr558	ENSMUST00000094124.3	olfactory receptor 558 	20	3	0	0	3	0	mmu-miR-1a-2-5p				-0.32	-0.33	< 0.1
Iltifb	ENSMUST00000163808.1	interleukin 10-related T cell-derived inducible factor beta 	5	1	0	1	0	0	mmu-miR-1a-2-5p				-0.32	-0.32	< 0.1
Cir1	ENSMUST00000058615.9	corepressor interacting with RBPJ, 1 	11	1	1	0	0	0	mmu-miR-1a-1-5p				-0.32	-0.32	< 0.1
A630001G21Rik	ENSMUST00000159122.2	RIKEN cDNA A630001G21 gene 	27	1	0	1	0	2	mmu-miR-1a-1-5p				-0.32	-0.35	< 0.1
Zfp768	ENSMUST00000060783.5	zinc finger protein 768 	57	2	1	1	0	1	mmu-miR-1a-2-5p				-0.32	-0.43	< 0.1
Commd10	ENSMUST00000049388.7	COMM domain containing 10 	627	2	0	0	2	0	mmu-miR-1a-1-5p				-0.32	-0.32	< 0.1
Srd5a2	ENSMUST00000043458.7	steroid 5 alpha-reductase 2 	53	2	1	1	0	0	mmu-miR-1a-2-5p				-0.32	-0.34	< 0.1
Rab37	ENSMUST00000067754.5	RAB37, member RAS oncogene family 	33	2	1	1	0	0	mmu-miR-1a-2-5p				-0.32	-0.33	< 0.1
Vcl	ENSMUST00000022369.7	vinculin 	4532	1	1	0	0	3	mmu-miR-1a-2-5p				-0.31	-0.32	< 0.1
Trdmt1	ENSMUST00000124488.1	tRNA aspartic acid methyltransferase 1 	271	2	1	0	1	0	mmu-miR-1a-1-5p				-0.31	-0.54	< 0.1
Neurog2	ENSMUST00000029587.7	neurogenin 2 	11	1	0	1	0	1	mmu-miR-1a-2-5p				-0.31	-0.31	< 0.1
Tex19.2	ENSMUST00000039146.3	testis expressed gene 19.2 	5	1	1	0	0	0	mmu-miR-1a-2-5p				-0.31	-0.31	< 0.1
Gm20939	ENSMUST00000108007.4	predicted gene, 20939 	0	2	0	2	0	0	mmu-miR-1a-1-5p				-0.31	-0.31	< 0.1
Car5b	ENSMUST00000033739.4	carbonic anhydrase 5b, mitochondrial 	1940	1	1	0	0	2	mmu-miR-1a-1-5p				-0.31	-0.37	< 0.1
Fam171a1	ENSMUST00000091505.5	family with sequence similarity 171, member A1 	134	1	1	0	0	1	mmu-miR-1a-2-5p				-0.31	-0.31	< 0.1
Gm5475	ENSMUST00000148928.1	predicted gene 5475 	5	1	1	0	0	0	mmu-miR-1a-1-5p				-0.31	-0.31	< 0.1
Foxr2	ENSMUST00000096265.4	forkhead box R2 	7	2	0	2	0	2	mmu-miR-1a-1-5p				-0.31	-0.31	< 0.1
Ap3s1	ENSMUST00000025357.7	adaptor-related protein complex 3, sigma 1 subunit 	23	1	0	1	0	1	mmu-miR-1a-2-5p				-0.31	-0.31	< 0.1
Stab2	ENSMUST00000035288.9	stabilin 2 	279	1	1	0	0	0	mmu-miR-1a-1-5p				-0.30	-0.30	< 0.1
Gnrhr	ENSMUST00000113372.1	gonadotropin releasing hormone receptor 	5	2	0	2	0	0	mmu-miR-1a-1-5p				-0.30	-0.30	< 0.1
Rgsl1	ENSMUST00000141249.2	regulator of G-protein signaling like 1 	15	1	1	0	0	0	mmu-miR-1a-2-5p				-0.30	-0.30	< 0.1
Hnrnpd	ENSMUST00000172361.2	heterogeneous nuclear ribonucleoprotein D 	3089	2	0	2	0	0	mmu-miR-1a-1-5p				-0.30	-0.42	< 0.1
Fam73a	ENSMUST00000073089.7	family with sequence similarity 73, member A 	581	1	1	0	0	0	mmu-miR-1a-1-5p				-0.30	-0.30	< 0.1
Cox16	ENSMUST00000002757.5	cytochrome c oxidase assembly protein 16 	1279	1	0	0	1	1	mmu-miR-1a-1-5p				-0.30	-0.33	< 0.1
Tbx22	ENSMUST00000168174.3	T-box 22 	5	2	1	1	0	1	mmu-miR-1a-2-5p				-0.30	-0.30	< 0.1
Kitl	ENSMUST00000105283.2	kit ligand 	3308	2	1	1	0	0	mmu-miR-1a-2-5p				-0.30	-0.30	< 0.1
Zg16	ENSMUST00000051122.5	zymogen granule protein 16 	5	1	0	1	0	0	mmu-miR-1a-2-5p				-0.30	-0.30	< 0.1
Gm14327	ENSMUST00000108935.2	predicted gene 14327 	5	1	0	1	0	0	mmu-miR-1a-1-5p				-0.30	-0.30	< 0.1
Azi2	ENSMUST00000044454.6	5-azacytidine induced gene 2 	393	1	0	1	0	2	mmu-miR-1a-1-5p				-0.30	-0.30	< 0.1
Nxpe2	ENSMUST00000034527.8	neurexophilin and PC-esterase domain family, member 2 	36	1	1	0	0	0	mmu-miR-1a-2-5p				-0.30	-0.30	< 0.1
1190003K10Rik	ENSMUST00000180282.1	RIKEN cDNA 1190003K10 gene 	5	1	0	0	1	0	mmu-miR-1a-1-5p				-0.30	-0.30	< 0.1
Tra2b	ENSMUST00000161286.2	transformer 2 beta homolog (Drosophila) 	6271	2	0	2	0	0	mmu-miR-1a-2-5p				-0.29	-0.29	< 0.1
Cbwd1	ENSMUST00000025815.8	COBW domain containing 1 	609	1	1	0	0	0	mmu-miR-1a-1-5p				-0.29	-0.34	< 0.1
Rd3l	ENSMUST00000185354.1	retinal degeneration 3-like 	5	1	0	1	0	1	mmu-miR-1a-2-5p				-0.29	-0.29	< 0.1
Omd	ENSMUST00000065494.7	osteomodulin 	32	1	0	1	0	1	mmu-miR-1a-1-5p				-0.29	-0.38	< 0.1
Cldn15	ENSMUST00000111093.2	claudin 15 	53	2	1	1	0	0	mmu-miR-1a-2-5p				-0.29	-0.38	< 0.1
Mccc2	ENSMUST00000022148.6	methylcrotonoyl-Coenzyme A carboxylase 2 (beta) 	192	2	0	0	2	0	mmu-miR-1a-2-5p				-0.29	-0.38	< 0.1
Rbm44	ENSMUST00000094698.1	RNA binding motif protein 44 	12	1	1	0	0	0	mmu-miR-1a-2-5p				-0.29	-0.29	< 0.1
Fbxo45	ENSMUST00000042732.5	F-box protein 45 	111	2	1	0	1	0	mmu-miR-1a-2-5p				-0.29	-0.32	< 0.1
Pla2g4e	ENSMUST00000090071.4	phospholipase A2, group IVE 	9	1	1	0	0	0	mmu-miR-1a-1-5p				-0.29	-0.29	< 0.1
Mybl1	ENSMUST00000088658.5	myeloblastosis oncogene-like 1 	372	3	1	2	0	0	mmu-miR-1a-2-5p				-0.29	-0.29	< 0.1
Sgtb	ENSMUST00000044385.8	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta 	80	1	1	0	0	0	mmu-miR-1a-1-5p				-0.29	-0.33	< 0.1
Shcbp1	ENSMUST00000022945.7	Shc SH2-domain binding protein 1 	3096	1	0	1	0	0	mmu-miR-1a-2-5p				-0.29	-0.29	< 0.1
Cish	ENSMUST00000168260.1	cytokine inducible SH2-containing protein 	1467	2	1	1	0	0	mmu-miR-1a-1-5p				-0.29	-0.53	< 0.1
Hnrnpr	ENSMUST00000148843.4	heterogeneous nuclear ribonucleoprotein R 	1645	3	0	1	2	0	mmu-miR-1a-2-5p				-0.29	-0.30	< 0.1
Gm20498	ENSMUST00000166664.1	predicted gene 20498 	1279	1	0	0	1	1	mmu-miR-1a-1-5p				-0.29	-0.30	< 0.1
Tubgcp5	ENSMUST00000032627.3	tubulin, gamma complex associated protein 5 	202	1	0	1	0	3	mmu-miR-1a-1-5p				-0.29	-0.35	< 0.1
Hnf4g	ENSMUST00000017832.9	hepatocyte nuclear factor 4, gamma 	34	2	0	2	0	1	mmu-miR-1a-1-5p				-0.29	-0.29	< 0.1
Gm6871	ENSMUST00000073410.6	predicted gene 6871 	303	1	1	0	0	1	mmu-miR-1a-2-5p				-0.28	-0.30	< 0.1
Znrf2	ENSMUST00000079869.7	zinc and ring finger 2 	2629	3	2	0	1	1	mmu-miR-1a-2-5p				-0.28	-0.33	< 0.1
Tpbpa	ENSMUST00000021885.6	trophoblast specific protein alpha 	5	1	0	1	0	0	mmu-miR-1a-1-5p				-0.28	-0.28	< 0.1
Adipor1	ENSMUST00000027727.9	adiponectin receptor 1 	3257	1	1	0	0	0	mmu-miR-1a-1-5p				-0.28	-0.32	< 0.1
Nsg1	ENSMUST00000031009.4	neuron specific gene family member 1 	316	1	0	1	0	0	mmu-miR-1a-1-5p				-0.28	-0.29	< 0.1
Heph	ENSMUST00000033553.8	hephaestin 	264	5	1	3	1	0	mmu-miR-1a-2-5p				-0.28	-0.38	< 0.1
Rerg	ENSMUST00000032347.5	RAS-like, estrogen-regulated, growth-inhibitor 	50	1	0	1	0	0	mmu-miR-1a-2-5p				-0.28	-0.28	< 0.1
Ccdc68	ENSMUST00000043929.5	coiled-coil domain containing 68 	72	1	0	1	0	0	mmu-miR-1a-1-5p				-0.28	-0.28	< 0.1
Nipa1	ENSMUST00000052204.5	non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human) 	194	2	1	0	1	0	mmu-miR-1a-2-5p				-0.28	-0.36	< 0.1
Ireb2	ENSMUST00000034843.7	iron responsive element binding protein 2 	1630	1	1	0	0	1	mmu-miR-1a-2-5p				-0.28	-0.28	< 0.1
Acot13	ENSMUST00000006900.6	acyl-CoA thioesterase 13 	9526	2	0	2	0	0	mmu-miR-1a-2-5p				-0.28	-0.41	< 0.1
Ube2v2	ENSMUST00000115777.4	ubiquitin-conjugating enzyme E2 variant 2 	643	1	1	0	0	1	mmu-miR-1a-2-5p				-0.28	-0.38	< 0.1
Zfp711	ENSMUST00000071814.7	zinc finger protein 711 	33	2	1	1	0	1	mmu-miR-1a-1-5p				-0.28	-0.28	< 0.1
Grm7	ENSMUST00000071076.7	glutamate receptor, metabotropic 7 	0	1	0	1	0	0	mmu-miR-1a-1-5p				-0.28	-0.28	< 0.1
Tgoln1	ENSMUST00000070524.4	trans-golgi network protein 	3978	3	1	1	1	1	mmu-miR-1a-1-5p				-0.27	-0.31	< 0.1
4921528I07Rik	ENSMUST00000072612.5	RIKEN cDNA 4921528I07 gene 	5	1	1	0	0	0	mmu-miR-1a-1-5p				-0.27	-0.27	< 0.1
Prr9	ENSMUST00000070284.3	proline rich 9 	5	1	0	0	1	1	mmu-miR-1a-2-5p				-0.27	-0.27	< 0.1
Cdc73	ENSMUST00000018337.8	cell division cycle 73, Paf1/RNA polymerase II complex component 	1852	7	1	4	2	0	mmu-miR-1a-1-5p				-0.27	-1.07	< 0.1
Nrbf2	ENSMUST00000077839.7	nuclear receptor binding factor 2 	9	1	0	1	0	0	mmu-miR-1a-1-5p				-0.27	-0.27	< 0.1
Fgf10	ENSMUST00000022246.8	fibroblast growth factor 10 	148	3	1	0	2	2	mmu-miR-1a-1-5p				-0.27	-0.46	< 0.1
